"日期","收入预估~iPad"
"2021-12-15","34288"
"2021-12-14","34444"
"2021-12-13","34418"
"2021-12-12","47212"
"2021-12-11","26057"
"2021-12-10","22978"
"2021-12-09","21730"
"2021-12-08","26056"
"2021-12-07","34148"
"2021-12-06","34228"
"2021-12-05","36395"
"2021-12-04","49391"
"2021-12-03","26075"
"2021-12-02","34238"
"2021-12-01","34352"
"2021-11-30","34255"
"2021-11-29","21803"
"2021-11-28","25945"
"2021-11-27","34262"
"2021-11-26","34411"
"2021-11-25","34170"
"2021-11-24","34457"
"2021-11-23","34211"
"2021-11-22","36555"
"2021-11-21","47177"
"2021-11-20","118736"
"2021-11-19","25858"
"2021-11-18","34264"
"2021-11-17","34126"
"2021-11-16","36564"
"2021-11-15","60277"
"2021-11-14","60156"
"2021-11-13","60336"
"2021-11-12","60393"
"2021-11-11","60288"
"2021-11-10","79176"
"2021-11-09","118422"
"2021-11-08","60142"
"2021-11-07","60425"
"2021-11-06","118508"
"2021-11-05","24738"
"2021-11-04","34187"
"2021-11-03","34176"
"2021-11-02","34360"
"2021-11-01","32798"
"2021-10-31","53111"
