ÈÕÆÚ,1ÐÇ,2ÐÇ,3ÐÇ,4ÐÇ,5ÐÇ
2024/6/1,16,0,5,3,19
2024/6/2,21,6,4,-1,15
2024/6/3,6,1,4,-1,15
2024/6/4,0,0,0,0,0
2024/6/5,30868,5142,10221,15716,129339
2024/6/6,5,2,0,-1,8
2024/6/7,5,3,2,3,18
2024/6/8,16,1,7,4,16
2024/6/9,14,0,1,3,8
2024/6/10,30,4,11,2,39
2024/6/11,7,0,1,1,15
2024/6/12,8,1,5,0,10
2024/6/13,10,0,1,2,1
2024/6/14,6,0,4,0,11
2024/6/15,14,3,4,4,25
2024/6/16,18,2,2,2,20
2024/6/17,4,1,1,5,2
2024/6/18,12,2,0,-1,13
2024/6/19,5,0,3,4,14
2024/6/20,13,1,2,2,14
2024/6/21,6,1,0,-1,7
2024/6/22,16,1,3,4,28
2024/6/23,19,4,7,2,22
2024/6/24,11,2,8,0,14
2024/6/25,9,1,-2,3,4
2024/6/26,7,2,2,4,4
2024/6/27,9,0,5,1,23
2024/6/28,13,1,4,6,22
2024/6/29,11,4,2,5,34
2024/6/30,23,3,12,4,42
2024/7/1,13,3,5,3,22
2024/7/2,17,3,3,6,47
2024/7/3,11,2,2,8,24
2024/7/4,22,3,5,8,28
2024/7/5,37,3,2,7,33
2024/7/6,24,2,7,3,12
2024/7/7,23,4,8,1,34
2024/7/8,3,0,0,0,3
2024/7/9,16,1,2,8,28
2024/7/10,19,9,3,4,40
2024/7/11,21,5,14,6,35
2024/7/12,45,6,6,10,32
2024/7/13,9,2,3,4,15
2024/7/14,39,4,10,7,31
2024/7/15,21,5,2,3,13
2024/7/16,13,0,8,8,31
2024/7/17,11,5,4,2,15
2024/7/18,14,2,2,5,16
2024/7/19,31,5,7,4,42
2024/7/20,13,2,4,1,20
2024/7/21,44,4,2,1,34
2024/7/22,13,-1,2,2,17
2024/7/23,23,8,4,4,23
2024/7/24,16,0,5,3,19
2024/7/25,23,-1,-3,-2,11
2024/7/26,39,6,4,5,31
2024/7/27,49,3,4,10,27
2024/7/28,18,0,5,3,24
2024/7/29,14,5,5,7,22
2024/7/30,27,1,4,2,25
2024/7/31,30,-2,2,4,24
2024/8/1,35,2,7,4,25
2024/8/2,41,4,7,8,38
2024/8/3,49,8,12,2,58
2024/8/4,0,0,0,0,0
2024/8/5,32061,5289,10469,15933,130703
2024/8/6,31,2,10,4,31
2024/8/7,31,6,10,5,29
2024/8/8,30,2,9,0,19
2024/8/9,18,0,2,3,34
2024/8/10,38,5,4,1,29
2024/8/11,31,3,6,5,31
2024/8/12,20,3,1,5,6
2024/8/13,39,2,6,8,39
2024/8/14,24,3,5,6,36
2024/8/15,22,9,7,19,65
2024/8/16,19,1,3,4,33
2024/8/17,70,8,12,16,71
2024/8/18,40,1,7,6,31
2024/8/19,17,2,6,5,24
2024/8/20,31,2,1,5,41
2024/8/21,30,2,6,11,33
2024/8/22,69,8,12,12,63
2024/8/23,0,0,0,0,0
2024/8/24,32673,5355,10582,16058,131371
2024/8/25,27,4,7,1,35
2024/8/26,22,2,5,2,22
2024/8/27,6,2,3,3,19
2024/8/28,39,0,7,8,25
2024/8/29,21,5,8,6,33
2024/8/30,25,3,4,4,20
2024/8/31,31,3,5,12,17
2024/9/1,10,1,1,1,14
2024/9/2,12,1,3,3,9
2024/9/3,7,0,3,-1,6
2024/9/4,10,0,1,0,7
2024/9/5,12,1,3,3,10
2024/9/6,7,0,2,3,15
2024/9/7,17,1,1,2,24
2024/9/8,21,4,5,2,19
2024/9/9,7,1,0,2,5
2024/9/10,1,1,3,0,6
2024/9/11,2,0,1,-2,12
2024/9/12,3,0,3,1,8
2024/9/13,276,30,77,60,328
2024/9/14,63,7,24,21,70
2024/9/15,204,29,74,68,391
2024/9/16,7,4,7,3,25
2024/9/17,77,14,25,32,112
2024/9/18,23,1,7,8,30
2024/9/19,2,0,1,0,11
2024/9/20,21,3,2,5,12
2024/9/21,42,5,11,15,57
2024/9/22,22,6,4,6,16
2024/9/23,20,1,9,8,34
2024/9/24,14,1,0,5,9
2024/9/25,13,0,0,1,11
2024/9/26,3,0,-1,1,5
2024/9/27,3,-1,4,0,4
2024/9/28,32,8,7,8,41
2024/9/29,18,1,1,1,13
2024/9/30,7,2,2,8,24
2024/10/1,32,6,5,5,45
2024/10/2,31,6,4,9,25
2024/10/3,13,2,7,2,22
2024/10/4,33,4,8,2,38
2024/10/5,17,1,2,2,7
2024/10/6,26,5,12,6,26
2024/10/7,40,6,11,3,27
2024/10/8,5,0,0,2,11
2024/10/9,40,1,3,4,8
2024/10/10,39,0,-2,1,2
2024/10/11,24,4,1,-1,-2
2024/10/12,31,20,1,2,8
2024/10/13,103,25,5,3,9
2024/10/14,190,30,3,5,2
2024/10/15,87,2,4,-1,9
2024/10/16,10,1,1,4,-2
2024/10/17,18,1,0,2,3
2024/10/18,20,2,2,3,3
2024/10/19,24,1,3,2,24
2024/10/20,13,4,2,5,8
2024/10/21,16,1,2,3,11
2024/10/22,5,-1,2,1,3
2024/10/23,3,1,0,1,3
2024/10/24,12,-1,2,0,1
2024/10/25,9,-1,0,0,4
2024/10/26,9,3,4,7,20
2024/10/27,18,1,6,6,23
2024/10/28,2,1,0,-1,2
2024/10/29,0,0,0,0,0
2024/10/30,0,0,0,0,0
2024/10/31,34682,5618,10996,16439,133226
2024/11/1,21,1,3,2,44
2024/11/2,20,1,10,5,41
2024/11/3,16,-4,7,0,24
2024/11/4,13,2,3,3,13
2024/11/5,3,0,1,0,1
2024/11/6,1,3,4,2,8
2024/11/7,15,1,0,0,12
2024/11/8,11,1,0,2,8
2024/11/9,0,0,0,0,0
2024/11/10,34805,5624,11029,16458,133408
2024/11/11,15,1,3,3,20
2024/11/12,6,0,1,0,6
2024/11/13,9,1,0,0,6
2024/11/14,9,0,2,2,3
2024/11/15,34,3,6,10,25
2024/11/16,15,1,3,0,14
2024/11/17,45,10,16,12,57
2024/11/18,1,0,0,0,1
2024/11/19,0,0,0,0,0
2024/11/20,0,0,0,0,0
2024/11/21,34962,5641,11066,16492,133557
2024/11/22,18,3,1,3,9
2024/11/23,20,1,6,2,24
2024/11/24,22,5,2,4,29
2024/11/25,24,7,7,8,34
2024/11/26,0,0,0,0,0
2024/11/27,35057,5659,11086,16519,133674
2024/11/28,11,0,6,2,11
2024/11/29,12,3,1,1,8
2024/11/30,2,2,5,4,10
2024/12/1,20,2,4,5,26
2024/12/2,13,2,6,6,23
2024/12/3,13,1,0,1,13
2024/12/4,9,3,-1,0,7
2024/12/5,4,-1,1,1,6
2024/12/6,13,1,3,3,9
2024/12/7,15,2,4,4,27
2024/12/8,18,0,2,3,21
2024/12/9,7,1,1,2,8
2024/12/10,2,0,0,0,2
2024/12/11,9,1,2,0,13
2024/12/12,0,0,1,-1,1
2024/12/13,10,0,4,1,2
2024/12/14,22,1,3,4,19
2024/12/15,18,2,3,5,20
2024/12/16,3,1,1,7,14
2024/12/17,16,1,2,2,33
2024/12/18,5,1,1,4,8
2024/12/19,11,0,1,2,14
2024/12/20,6,2,2,1,10
2024/12/21,16,0,1,1,27
2024/12/22,20,2,3,3,23
2024/12/23,15,0,0,4,19
2024/12/24,9,1,3,2,8
2024/12/25,7,0,3,0,13
2024/12/26,9,0,1,0,4
2024/12/27,9,0,2,1,9
2024/12/28,15,1,5,0,31
2024/12/29,19,1,4,3,18
2024/12/30,8,0,1,1,8
2024/12/31,9,-1,1,0,18
