ÈÕÆÚ,1ÐÇ,2ÐÇ,3ÐÇ,4ÐÇ,5ÐÇ,
2023/5/3,4,0,4,2,7,3.470588235
2023/5/4,5,0,2,1,3,2.727272727
2023/5/5,3,1,1,1,1,2.428571429
2023/5/6,1,0,2,0,5,4
2023/5/7,9,0,2,2,10,3.173913043
2023/5/8,3,0,0,0,0,1
2023/5/9,3,0,0,0,3,3
2023/5/10,3,1,0,1,9,3.857142857
2023/5/11,2,0,0,1,3,3.5
2023/5/12,2,0,1,0,4,3.571428571
2023/5/13,9,1,1,1,14,3.384615385
2023/5/14,7,2,1,2,10,3.272727273
2023/5/15,0,0,0,0,2,5
2023/5/16,7,1,0,0,4,2.416666667
2023/5/17,2,0,0,1,3,3.5
2023/5/18,1,0,0,0,4,4.2
2023/5/19,2,0,2,1,1,2.833333333
2023/5/20,8,1,1,3,7,3
2023/5/21,5,0,0,0,9,3.571428571
2023/5/22,8,0,3,0,4,2.466666667
2023/5/23,4,0,1,0,0,1.4
2023/5/24,2,0,1,1,1,2.8
2023/5/25,2,0,1,1,3,3.428571429
2023/5/26,7,1,2,0,9,3.157894737
2023/5/27,6,1,0,2,8,3.294117647
2023/5/28,3,0,0,0,10,4.076923077
2023/5/29,3,0,0,1,4,3.375
2023/5/30,4,0,1,0,6,3.363636364
2023/5/31,10,0,1,2,8,2.904761905
2023/6/1,4,0,0,1,9,3.785714286
2023/6/2,1,0,1,0,4,4
2023/6/3,4,-1,3,1,10,3.823529412
2023/6/4,15,1,3,4,21,3.340909091
2023/6/5,3,0,0,0,9,4
2023/6/6,3,0,0,0,1,2
2023/6/7,7,0,0,0,3,2.2
2023/6/8,1,0,0,0,1,3
2023/6/9,5,1,0,0,3,2.444444444
2023/6/10,4,2,1,0,14,3.857142857
2023/6/11,1,0,2,2,4,3.888888889
2023/6/12,4,0,1,0,3,2.75
2023/6/13,1,0,0,0,3,4
2023/6/14,2,1,1,0,3,3.142857143
2023/6/15,8,1,0,0,4,2.307692308
2023/6/16,4,0,0,0,7,3.545454545
2023/6/17,6,1,1,1,11,3.5
2023/6/18,6,0,3,2,4,2.866666667
2023/6/19,2,1,1,1,6,3.727272727
2023/6/20,2,0,0,1,1,2.75
2023/6/21,12,1,0,0,4,2
2023/6/22,19,0,2,5,12,2.763157895
2023/6/23,7,0,2,0,11,3.4
2023/6/24,9,1,2,2,12,3.269230769
2023/6/25,4,-1,2,0,2,2.571428571
2023/6/26,5,1,0,2,5,3.076923077
2023/6/27,2,1,1,0,1,2.4
2023/6/28,11,2,1,0,9,2.739130435
2023/6/29,7,2,0,2,6,2.882352941
2023/6/30,3,2,1,1,12,3.894736842
2023/7/1,9,2,3,1,12,3.185185185
2023/7/2,15,0,1,4,10,2.8
2023/7/3,0,0,0,0,1,5
2023/7/4,10,-1,5,3,7,2.916666667
2023/7/5,13,0,1,1,6,2.380952381
2023/7/6,6,1,2,1,6,3
2023/7/7,14,1,3,1,3,2
2023/7/8,4,0,0,2,7,3.615384615
2023/7/9,0,0,0,0,0,#DIV/0!
2023/7/10,28543,4889,9861,15351,125159,4.108219126
2023/7/11,2,0,0,0,6,4
2023/7/12,13,1,2,3,4,2.304347826
2023/7/13,6,0,-2,2,5,3
2023/7/14,4,0,2,1,12,3.894736842
2023/7/15,6,1,-3,1,139,4.847222222
2023/7/16,5,0,1,-1,97,4.794117647
2023/7/17,8,-1,2,3,25,4.027027027
2023/7/18,7,0,2,-1,5,2.615384615
2023/7/19,7,3,1,4,25,3.925
2023/7/20,5,0,1,0,1,1.857142857
2023/7/21,2,1,-3,-3,9,4.666666667
2023/7/22,10,2,0,0,17,3.413793103
2023/7/23,13,2,3,1,6,2.4
2023/7/24,4,2,0,2,4,3
2023/7/25,9,1,0,3,11,3.25
2023/7/26,5,1,3,0,12,3.619047619
2023/7/27,3,2,0,0,9,3.714285714
2023/7/28,8,0,0,0,3,2.090909091
2023/7/29,8,0,3,3,14,3.535714286
2023/7/30,-2,-1,1,2,1,12
2023/7/31,24,1,3,3,22,2.962264151
2023/8/1,4,0,0,0,5,3.222222222
2023/8/2,18,0,1,7,22,3.3125
2023/8/3,21,1,7,2,7,2.289473684
2023/8/4,10,1,3,2,15,3.35483871
2023/8/5,9,3,3,1,6,2.636363636
2023/8/6,12,1,0,1,2,1.75
2023/8/7,20,4,2,-1,11,2.361111111
2023/8/8,4,1,0,0,11,3.8125
2023/8/9,10,1,1,-1,9,2.8
2023/8/10,3,2,0,1,6,3.416666667
2023/8/11,27,0,1,4,9,2.219512195
2023/8/12,11,6,0,6,19,3.380952381
2023/8/13,13,0,2,3,17,3.314285714
2023/8/14,13,3,1,0,23,3.425
2023/8/15,22,4,1,0,16,2.627906977
2023/8/16,10,-2,-1,-3,15,3.473684211
2023/8/17,11,0,2,3,20,3.583333333
2023/8/18,6,0,0,-1,3,2.125
2023/8/19,18,2,4,-1,22,3.111111111
2023/8/20,12,3,2,3,10,2.866666667
2023/8/21,2,0,0,0,6,4
2023/8/22,14,1,2,4,30,3.68627451
2023/8/23,7,2,0,0,11,3.3
2023/8/24,8,0,1,0,10,3.210526316
2023/8/25,6,-1,0,0,7,3.25
2023/8/26,3,0,0,1,-2,-1.5
2023/8/27,14,-1,1,2,10,2.807692308
2023/8/28,0,0,-1,3,1,4.666666667
2023/8/29,53,2,2,10,212,4.168458781
2023/8/30,5,3,5,0,10,3.304347826
2023/8/31,3,0,0,-1,5,3.428571429
2023/9/1,-1,0,1,0,11,5.181818182
2023/9/2,16,1,4,-1,11,2.612903226
2023/9/3,12,0,2,1,18,3.393939394
2023/9/4,4,0,-1,0,3,2.666666667
2023/9/5,1,0,2,1,0,2.75
2023/9/6,1,0,0,1,3,4
2023/9/7,3,0,0,1,2,2.833333333
2023/9/8,1,0,0,0,2,3.666666667
2023/9/9,9,0,1,1,6,2.705882353
2023/9/10,10,1,-2,0,19,3.607142857
2023/9/11,5,0,0,1,3,2.666666667
2023/9/12,3,0,0,0,3,3
2023/9/13,2,0,1,0,2,3
2023/9/14,0,1,0,0,2,4
2023/9/15,0,0,-1,0,0,3
2023/9/16,7,2,0,0,11,3.3
2023/9/17,5,0,1,1,5,3.083333333
2023/9/18,0,0,0,0,0,#DIV/0!
2023/9/19,29138,4945,9924,15425,126241,4.102400457
2023/9/20,8,0,0,1,3,2.25
2023/9/21,4,0,1,0,0,1.4
2023/9/22,-2,0,0,0,2,#DIV/0!
2023/9/23,3,0,0,2,13,4.222222222
2023/9/24,3,1,1,-1,-1,-0.333333333
2023/9/25,7,-1,3,1,6,3
2023/9/26,4,0,0,0,1,1.8
2023/9/27,2,0,0,0,1,2.333333333
2023/9/28,0,0,0,0,2,5
2023/9/29,3,0,3,2,4,3.333333333
2023/9/30,9,2,0,-1,-1,0.444444444
2023/10/1,15,2,0,2,10,2.655172414
2023/10/2,5,0,1,-2,12,3.75
2023/10/3,12,2,3,0,9,2.692307692
2023/10/4,11,0,0,1,7,2.631578947
2023/10/5,5,0,1,0,6,3.166666667
2023/10/6,3,2,-1,2,8,3.714285714
2023/10/7,2,0,0,0,4,3.666666667
2023/10/8,3,0,0,0,1,2
2023/10/9,4,2,-1,-1,-1,-1.333333333
2023/10/10,1,0,0,0,2,3.666666667
2023/10/11,5,0,2,0,4,2.818181818
2023/10/12,-2,-1,0,0,-2,2.8
2023/10/13,1,0,0,0,-1,#DIV/0!
2023/10/14,6,1,0,-1,11,3.470588235
2023/10/15,6,1,0,2,13,3.681818182
2023/10/16,-1,1,0,-1,0,3
2023/10/17,2,-1,0,0,6,4.285714286
2023/10/18,2,0,0,0,-1,-3
2023/10/19,7,0,1,2,7,3.117647059
2023/10/20,0,0,0,0,1,5
2023/10/21,5,4,3,0,10,3.272727273
2023/10/22,7,0,2,3,10,3.409090909
2023/10/23,1,0,0,0,0,1
2023/10/24,1,-1,1,-1,7,4.714285714
2023/10/25,3,2,0,0,8,3.615384615
2023/10/26,0,0,0,0,0,#DIV/0!
2023/10/27,0,0,0,0,0,#DIV/0!
2023/10/28,0,0,0,0,0,#DIV/0!
2023/10/29,29295,4960,9945,15431,126409,4.100295635
2023/10/30,6,1,-1,2,4,2.75
2023/10/31,3,0,0,0,0,1
2023/11/1,4,1,0,0,3,2.625
2023/11/2,-2,0,-1,0,5,10
2023/11/3,5,1,-1,1,1,1.857142857
2023/11/4,-2,-1,0,1,2,#DIV/0!
2023/11/5,14,1,3,2,19,3.282051282
2023/11/6,3,0,0,1,4,3.375
2023/11/7,6,0,0,1,4,2.727272727
2023/11/8,3,0,0,1,0,1.75
2023/11/9,4,-1,1,1,8,3.769230769
2023/11/10,4,1,1,-1,0,1
2023/11/11,1,1,1,0,2,3.2
2023/11/12,13,-2,4,0,-1,1.142857143
2023/11/13,1,1,0,-1,4,3.8
2023/11/14,1,1,1,1,2,3.333333333
2023/11/15,4,1,0,1,0,1.666666667
2023/11/16,2,0,1,0,-1,0
2023/11/17,5,0,0,2,5,3.166666667
2023/11/18,8,0,0,1,12,3.428571429
2023/11/19,-1,2,0,1,4,4.5
2023/11/20,6,0,2,1,9,3.388888889
2023/11/21,2,0,0,0,0,1
2023/11/22,-1,0,0,0,3,7
2023/11/23,6,0,0,0,5,2.818181818
2023/11/24,9,2,0,-1,1,1.272727273
2023/11/25,5,0,0,1,3,2.666666667
2023/11/26,7,1,2,1,24,3.971428571
2023/11/27,4,0,1,-1,4,2.875
2023/11/28,3,0,0,0,4,3.285714286
2023/11/29,1,1,1,0,5,3.875
2023/11/30,-1,0,0,-2,3,#DIV/0!
2023/12/1,3,-2,1,3,16,4.476190476
2023/12/2,2,0,-1,1,7,4.222222222
2023/12/3,5,-2,2,1,11,3.882352941
2023/12/4,4,2,0,0,2,2.25
2023/12/5,3,-1,1,0,4,3.428571429
2023/12/6,3,0,0,0,3,3
2023/12/7,0,0,0,0,0,#DIV/0!
2023/12/8,29442,4968,9964,15448,126592,4.098522643
2023/12/9,5,0,0,0,7,3.333333333
2023/12/10,0,1,0,1,7,4.555555556
2023/12/11,3,0,2,0,4,3.222222222
2023/12/12,3,0,1,1,7,3.75
2023/12/13,1,0,0,0,1,3
2023/12/14,5,0,0,-1,5,2.888888889
2023/12/15,-2,0,0,0,-5,3.857142857
2023/12/16,13,1,1,2,13,3.033333333
2023/12/17,4,1,-1,1,15,4.1
2023/12/18,3,0,1,0,1,2.2
2023/12/19,3,0,0,0,1,2
2023/12/20,0,0,1,1,0,3.5
2023/12/21,7,1,1,0,0,1.333333333
2023/12/22,0,2,0,1,8,4.363636364
2023/12/23,4,0,1,1,8,3.642857143
2023/12/24,3,0,1,0,1,2.2
2023/12/25,3,1,1,0,2,2.571428571
2023/12/26,2,0,0,0,4,3.666666667
2023/12/27,4,1,3,0,7,3.333333333
2023/12/28,2,1,3,-1,1,2.333333333
2023/12/29,6,1,1,-1,3,2.2
2023/12/30,2,0,0,1,7,4.1
2023/12/31,6,2,1,5,16,3.766666667
2024/1/1,3,0,0,0,13,4.25
2024/1/2,0,0,1,0,3,4.5
2024/1/3,12,2,-1,0,5,2.111111111
2024/1/4,3,0,0,1,10,4.071428571
2024/1/5,0,0,0,0,5,5
2024/1/6,0,1,5,3,13,4.272727273
2024/1/7,9,0,1,3,17,3.633333333
2024/1/8,1,1,1,0,1,2.75
2024/1/9,-3,0,-1,1,1,-1.5
2024/1/10,8,0,0,1,1,1.7
2024/1/11,6,0,-1,0,3,2.25
2024/1/12,-7,0,0,0,-2,1.888888889
2024/1/13,2,0,0,0,1,2.333333333
2024/1/14,18,2,1,2,14,2.783783784
2024/1/15,1,0,0,0,6,4.428571429
2024/1/16,3,-1,2,3,13,4.2
2024/1/17,3,0,0,1,5,3.555555556
2024/1/18,6,0,0,1,9,3.4375
2024/1/19,7,2,2,2,13,3.461538462
2024/1/20,6,1,-1,0,6,2.916666667
2024/1/21,6,2,2,1,7,3.055555556
2024/1/22,8,0,0,1,12,3.428571429
2024/1/23,11,0,2,4,15,3.375
2024/1/24,7,1,2,0,16,3.653846154
2024/1/25,11,1,0,2,4,2.277777778
2024/1/26,11,2,-2,2,16,3.344827586
2024/1/27,9,-1,0,4,28,4.075
2024/1/28,10,1,2,3,26,3.80952381
2024/1/29,17,3,-1,0,17,2.916666667
2024/1/30,2,0,1,0,2,3
2024/1/31,14,-1,4,5,33,3.8
2024/2/1,10,2,-1,3,19,3.575757576
2024/2/2,21,1,2,4,15,2.790697674
2024/2/3,5,-1,2,0,12,3.833333333
2024/2/4,18,5,5,5,11,2.681818182
2024/2/5,13,0,-1,2,34,3.916666667
2024/2/6,-1,2,0,0,6,4.714285714
2024/2/7,0,0,0,0,0,#DIV/0!
2024/2/8,29807,5008,10009,15517,127146,4.094406546
2024/2/9,6,1,-1,3,8,3.352941176
2024/2/10,11,2,3,0,17,3.303030303
2024/2/11,12,3,1,0,13,2.965517241
2024/2/12,8,2,3,0,7,2.8
2024/2/13,13,3,4,2,8,2.633333333
2024/2/14,4,0,0,1,22,4.37037037
2024/2/15,2,0,-1,0,0,-1
2024/2/16,12,6,9,-1,26,3.403846154
2024/2/17,6,3,5,4,59,4.38961039
2024/2/18,13,2,1,0,42,3.965517241
2024/2/19,27,4,3,7,73,3.833333333
2024/2/20,19,1,5,2,62,3.97752809
2024/2/21,10,3,-1,5,83,4.48
2024/2/22,16,2,10,9,184,4.552036199
2024/2/23,3,0,0,0,10,4.076923077
2024/2/24,25,4,1,8,120,4.227848101
2024/2/25,13,2,1,4,57,4.168831169
2024/2/26,18,2,1,1,51,3.890410959
2024/2/27,-8,0,0,0,-11,3.315789474
2024/2/28,6,0,1,3,26,4.194444444
2024/2/29,4,0,0,0,7,3.545454545
2024/3/1,9,2,5,3,16,3.428571429
2024/3/2,5,0,1,0,17,4.043478261
2024/3/3,10,-1,0,1,30,4.05
2024/3/4,8,2,-1,5,24,3.921052632
2024/3/5,8,3,1,1,6,2.684210526
2024/3/6,0,0,1,1,0,3.5
2024/3/7,5,2,1,-1,13,3.65
2024/3/8,0,1,2,2,5,4.1
2024/3/9,9,1,0,3,34,4.106382979
2024/3/10,-1,1,0,3,11,4.857142857
2024/3/11,16,1,2,2,22,3.302325581
2024/3/12,4,0,0,1,3,2.875
2024/3/13,8,0,0,1,4,2.461538462
2024/3/14,4,1,2,1,8,3.5
2024/3/15,4,-1,-1,2,7,3.818181818
2024/3/16,13,1,2,0,27,3.627906977
2024/3/17,4,6,1,1,27,4.051282051
2024/3/18,0,-2,0,1,10,5.555555556
2024/3/19,8,1,0,2,14,3.52
2024/3/20,7,0,0,1,11,3.473684211
2024/3/21,-1,0,-1,0,-4,4
2024/3/22,3,0,0,1,5,3.555555556
2024/3/23,17,4,5,1,27,3.314814815
2024/3/24,20,-1,0,2,34,3.563636364
2024/3/25,0,1,4,-1,11,4.333333333
2024/3/26,2,0,1,1,12,4.3125
2024/3/27,5,0,1,1,6,3.230769231
2024/3/28,7,1,1,1,30,4.15
2024/3/29,13,-1,2,0,14,3.107142857
2024/3/30,12,1,1,2,41,4.035087719
2024/3/31,13,3,8,3,31,3.620689655
2024/4/1,3,0,1,0,7,3.727272727
2024/4/2,12,0,0,0,14,3.153846154
2024/4/3,6,1,0,2,13,3.681818182
2024/4/4,11,1,2,3,27,3.772727273
2024/4/5,8,3,4,2,20,3.621621622
2024/4/6,14,1,3,2,13,2.96969697
2024/4/7,15,0,4,2,22,3.372093023
2024/4/8,11,1,2,2,7,2.695652174
2024/4/9,7,0,3,1,11,3.409090909
2024/4/10,11,0,3,0,13,3.148148148
2024/4/11,1,0,1,0,2,3.5
2024/4/12,0,0,0,0,0,#DIV/0!
2024/4/13,30369,5085,10123,15621,128700,4.091101539
2024/4/14,9,0,0,2,14,3.48
2024/4/15,20,1,2,1,19,2.953488372
2024/4/16,18,3,1,2,10,2.5
2024/4/17,4,0,0,0,4,3
2024/4/18,0,0,0,0,0,#DIV/0!
2024/4/19,30430,5092,10128,15632,128768,4.090323599
2024/4/20,19,4,2,3,21,3.06122449
2024/4/21,18,3,3,7,42,3.712328767
2024/4/22,11,1,2,3,2,2.157894737
2024/4/23,5,1,0,0,9,3.466666667
2024/4/24,13,1,0,2,13,3.034482759
2024/4/25,0,1,1,2,4,4.125
2024/4/26,7,3,5,3,16,3.529411765
2024/4/27,9,2,3,5,9,3.107142857
2024/4/28,9,1,1,1,15,3.444444444
2024/4/29,10,0,1,3,12,3.269230769
2024/4/30,3,0,-1,1,5,3.625
2024/5/1,16,3,2,1,11,2.636363636
2024/5/2,12,-1,1,3,14,3.275862069
2024/5/3,27,7,4,3,38,3.227848101
2024/5/4,5,1,3,4,20,4
2024/5/5,8,1,1,3,22,3.857142857
2024/5/6,20,1,2,4,21,3.104166667
2024/5/7,4,1,2,1,7,3.4
2024/5/8,15,2,0,3,10,2.7
2024/5/9,7,0,0,1,8,3.1875
2024/5/10,5,0,1,0,8,3.428571429
2024/5/11,9,1,4,0,9,2.956521739
2024/5/12,10,2,2,-2,17,3.344827586
2024/5/13,5,0,0,1,4,2.9
2024/5/14,6,1,3,2,16,3.75
2024/5/15,3,0,1,1,0,2
2024/5/16,10,0,0,0,12,3.181818182
2024/5/17,-1,0,1,0,2,6
2024/5/18,10,1,4,5,12,3.25
2024/5/19,19,0,8,9,27,3.396825397
2024/5/20,4,2,1,2,6,3.266666667
2024/5/21,-1,1,0,1,13,5
2024/5/22,3,0,0,1,8,3.916666667
2024/5/23,11,0,4,1,6,2.590909091
2024/5/24,2,0,1,1,9,4.153846154
2024/5/25,5,0,3,0,9,3.470588235
2024/5/26,17,0,5,3,20,3.2
2024/5/27,15,1,2,-1,11,2.642857143
2024/5/28,9,-1,3,0,3,2.214285714
2024/5/29,7,1,-1,1,4,2.5
2024/5/30,3,-1,3,1,2,3
2024/5/31,5,0,1,0,7,3.307692308
2024/6/1,16,0,5,3,19,3.209302326
2024/6/2,21,6,4,-1,15,2.577777778
2024/6/3,6,1,4,-1,15,3.64
2024/6/4,0,0,0,0,0,#DIV/0!
2024/6/5,30868,5142,10221,15716,129339,4.084846774
2024/6/6,5,2,0,-1,8,3.214285714
2024/6/7,5,3,2,3,18,3.838709677
2024/6/8,16,1,7,4,16,3.068181818
2024/6/9,14,0,1,3,8,2.653846154
2024/6/10,30,4,11,2,39,3.186046512
2024/6/11,7,0,1,1,15,3.708333333
2024/6/12,8,1,5,0,10,3.125
2024/6/13,10,0,1,2,1,1.857142857
2024/6/14,6,0,4,0,11,3.476190476
2024/6/15,14,3,4,4,25,3.46
2024/6/16,18,2,2,2,20,3.090909091
2024/6/17,4,1,1,5,2,3
2024/6/18,12,2,0,-1,13,2.961538462
2024/6/19,5,0,3,4,14,3.846153846
2024/6/20,13,1,2,2,14,3.09375
2024/6/21,6,1,0,-1,7,3
2024/6/22,16,1,3,4,28,3.519230769
2024/6/23,19,4,7,2,22,3.074074074
2024/6/24,11,2,8,0,14,3.114285714
2024/6/25,9,1,-2,3,4,2.466666667
2024/6/26,7,2,2,4,4,2.789473684
2024/6/27,9,0,5,1,23,3.763157895
2024/6/28,13,1,4,6,22,3.5
2024/6/29,11,4,2,5,34,3.839285714
2024/6/30,23,3,12,4,42,3.464285714
2024/7/1,13,3,5,3,22,3.391304348
2024/7/2,17,3,3,6,47,3.828947368
2024/7/3,11,2,2,8,24,3.680851064
2024/7/4,22,3,5,8,28,3.257575758
2024/7/5,37,3,2,7,33,2.951219512
2024/7/6,24,2,7,3,12,2.520833333
2024/7/7,23,4,8,1,34,3.271428571
2024/7/8,3,0,0,0,3,3
2024/7/9,16,1,2,8,28,3.563636364
2024/7/10,19,9,3,4,40,3.493333333
2024/7/11,21,5,14,6,35,3.358024691
2024/7/12,45,6,6,10,32,2.777777778
2024/7/13,9,2,3,4,15,3.424242424
2024/7/14,39,4,10,7,31,2.857142857
2024/7/15,21,5,2,3,13,2.590909091
2024/7/16,13,0,8,8,31,3.733333333
2024/7/17,11,5,4,2,15,3.135135135
2024/7/18,14,2,2,5,16,3.179487179
2024/7/19,31,5,7,4,42,3.235955056
2024/7/20,13,2,4,1,20,3.325
2024/7/21,44,4,2,1,34,2.729411765
2024/7/22,13,-1,2,2,17,3.333333333
2024/7/23,23,8,4,4,23,2.935483871
2024/7/24,16,0,5,3,19,3.209302326
2024/7/25,23,-1,-3,-2,11,2.107142857
2024/7/26,39,6,4,5,31,2.8
2024/7/27,49,3,4,10,27,2.602150538
2024/7/28,18,0,5,3,24,3.3
2024/7/29,14,5,5,7,22,3.339622642
2024/7/30,27,1,4,2,25,2.949152542
2024/7/31,30,-2,2,4,24,2.896551724
2024/8/1,35,2,7,4,25,2.753424658
2024/8/2,41,4,7,8,38,2.979591837
2024/8/3,49,8,12,2,58,3.093023256
2024/8/4,0,0,0,0,0,#DIV/0!
2024/8/5,32061,5289,10469,15933,130703,4.069285953
2024/8/6,31,2,10,4,31,3.025641026
2024/8/7,31,6,10,5,29,2.938271605
2024/8/8,30,2,9,0,19,2.6
2024/8/9,18,0,2,3,34,3.614035088
2024/8/10,38,5,4,1,29,2.714285714
2024/8/11,31,3,6,5,31,3.026315789
2024/8/12,20,3,1,5,6,2.257142857
2024/8/13,39,2,6,8,39,3.063829787
2024/8/14,24,3,5,6,36,3.364864865
2024/8/15,22,9,7,19,65,3.786885246
2024/8/16,19,1,3,4,33,3.516666667
2024/8/17,70,8,12,16,71,3.056497175
2024/8/18,40,1,7,6,31,2.847058824
2024/8/19,17,2,6,5,24,3.314814815
2024/8/20,31,2,1,5,41,3.2875
2024/8/21,30,2,6,11,33,3.182926829
2024/8/22,69,8,12,12,63,2.951219512
2024/8/23,0,0,0,0,0,#DIV/0!
2024/8/24,32673,5355,10582,16058,131371,4.061518371
2024/8/25,27,4,7,1,35,3.175675676
2024/8/26,22,2,5,2,22,3
2024/8/27,6,2,3,3,19,3.818181818
2024/8/28,39,0,7,8,25,2.746835443
2024/8/29,21,5,8,6,33,3.342465753
2024/8/30,25,3,4,4,20,2.839285714
2024/8/31,31,3,5,12,17,2.720588235
2024/9/1,10,1,1,1,14,3.296296296
2024/9/2,12,1,3,3,9,2.857142857
2024/9/3,7,0,3,-1,6,2.8
2024/9/4,10,0,1,0,7,2.666666667
2024/9/5,12,1,3,3,10,2.931034483
2024/9/6,7,0,2,3,15,3.703703704
2024/9/7,17,1,1,2,24,3.333333333
2024/9/8,21,4,5,2,19,2.882352941
2024/9/9,7,1,0,2,5,2.8
2024/9/10,1,1,3,0,6,3.818181818
2024/9/11,2,0,1,-2,12,4.384615385
2024/9/12,3,0,3,1,8,3.733333333
2024/9/13,276,30,77,60,328,3.173800259
2024/9/14,63,7,24,21,70,3.151351351
2024/9/15,204,29,74,68,391,3.539164491
2024/9/16,7,4,7,3,25,3.760869565
2024/9/17,77,14,25,32,112,3.338461538
2024/9/18,23,1,7,8,30,3.304347826
2024/9/19,2,0,1,0,11,4.285714286
2024/9/20,21,3,2,5,12,2.627906977
2024/9/21,42,5,11,15,57,3.307692308
2024/9/22,22,6,4,6,16,2.777777778
2024/9/23,20,1,9,8,34,3.486111111
2024/9/24,14,1,0,5,9,2.793103448
2024/9/25,13,0,0,1,11,2.88
2024/9/26,3,0,-1,1,5,3.625
2024/9/27,3,-1,4,0,4,3.3
2024/9/28,32,8,7,8,41,3.1875
2024/9/29,18,1,1,1,13,2.705882353
2024/9/30,7,2,2,8,24,3.930232558
2024/10/1,32,6,5,5,45,3.268817204
2024/10/2,31,6,4,9,25,2.88
2024/10/3,13,2,7,2,22,3.391304348
2024/10/4,33,4,8,2,38,3.094117647
2024/10/5,17,1,2,2,7,2.344827586
2024/10/6,26,5,12,6,26,3.013333333
2024/10/7,40,6,11,3,27,2.666666667
2024/10/8,5,0,0,2,11,3.777777778
2024/10/9,40,1,3,4,8,1.910714286
2024/10/10,39,0,-2,1,2,1.175
2024/10/11,24,4,1,-1,-2,0.807692308
2024/10/12,31,20,1,2,8,1.967741935
2024/10/13,103,25,5,3,9,1.551724138
2024/10/14,190,30,3,5,2,1.256521739
2024/10/15,87,2,4,-1,9,1.425742574
2024/10/16,10,1,1,4,-2,1.5
2024/10/17,18,1,0,2,3,1.791666667
2024/10/18,20,2,2,3,3,1.9
2024/10/19,24,1,3,2,24,3.018518519
2024/10/20,13,4,2,5,8,2.71875
2024/10/21,16,1,2,3,11,2.757575758
2024/10/22,5,-1,2,1,3,2.8
2024/10/23,3,1,0,1,3,3
2024/10/24,12,-1,2,0,1,1.5
2024/10/25,9,-1,0,0,4,2.25
2024/10/26,9,3,4,7,20,3.604651163
2024/10/27,18,1,6,6,23,3.277777778
2024/10/28,2,1,0,-1,2,2.5
2024/10/29,0,0,0,0,0,#DIV/0!
2024/10/30,0,0,0,0,0,#DIV/0!
2024/10/31,34682,5618,10996,16439,133226,4.034573873
2024/11/1,21,1,3,2,44,3.661971831
2024/11/2,20,1,10,5,41,3.597402597
2024/11/3,16,-4,7,0,24,3.465116279
2024/11/4,13,2,3,3,13,3.029411765
2024/11/5,3,0,1,0,1,2.2
2024/11/6,1,3,4,2,8,3.722222222
2024/11/7,15,1,0,0,12,2.75
2024/11/8,11,1,0,2,8,2.772727273
2024/11/9,0,0,0,0,0,#DIV/0!
2024/11/10,34805,5624,11029,16458,133408,4.033359162
2024/11/11,15,1,3,3,20,3.285714286
2024/11/12,6,0,1,0,6,3
2024/11/13,9,1,0,0,6,2.5625
2024/11/14,9,0,2,2,3,2.375
2024/11/15,34,3,6,10,25,2.858974359
2024/11/16,15,1,3,0,14,2.909090909
2024/11/17,45,10,16,12,57,3.185714286
2024/11/18,1,0,0,0,1,3
2024/11/19,0,0,0,0,0,#DIV/0!
2024/11/20,0,0,0,0,0,#DIV/0!
2024/11/21,34962,5641,11066,16492,133557,4.03134574
2024/11/22,18,3,1,3,9,2.470588235
2024/11/23,20,1,6,2,24,3.169811321
2024/11/24,22,5,2,4,29,3.209677419
2024/11/25,24,7,7,8,34,3.2625
2024/11/26,0,0,0,0,0,#DIV/0!
2024/11/27,35057,5659,11086,16519,133674,4.030193817
2024/11/28,11,0,6,2,11,3.066666667
2024/11/29,12,3,1,1,8,2.6
2024/11/30,2,2,5,4,10,3.782608696
2024/12/1,20,2,4,5,26,3.263157895
2024/12/2,13,2,6,6,23,3.48
2024/12/3,13,1,0,1,13,3
2024/12/4,9,3,-1,0,7,2.611111111
2024/12/5,4,-1,1,1,6,3.545454545
2024/12/6,13,1,3,3,9,2.793103448
2024/12/7,15,2,4,4,27,3.5
2024/12/8,18,0,2,3,21,3.204545455
2024/12/9,7,1,1,2,8,3.157894737
2024/12/10,2,0,0,0,2,3
2024/12/11,9,1,2,0,13,3.28
2024/12/12,0,0,1,-1,1,4
2024/12/13,10,0,4,1,2,2.117647059
2024/12/14,22,1,3,4,19,2.93877551
2024/12/15,18,2,3,5,20,3.145833333
2024/12/16,3,1,1,7,14,4.076923077
2024/12/17,16,1,2,2,33,3.648148148
2024/12/18,5,1,1,4,8,3.473684211
2024/12/19,11,0,1,2,14,3.285714286
2024/12/20,6,2,2,1,10,3.333333333
2024/12/21,16,0,1,1,27,3.511111111
2024/12/22,20,2,3,3,23,3.137254902
2024/12/23,15,0,0,4,19,3.315789474
2024/12/24,9,1,3,2,8,2.956521739
2024/12/25,7,0,3,0,13,3.52173913
2024/12/26,9,0,1,0,4,2.285714286
2024/12/27,9,0,2,1,9,3.047619048
2024/12/28,15,1,5,0,31,3.596153846
2024/12/29,19,1,4,3,18,3
2024/12/30,8,0,1,1,8,3.055555556
2024/12/31,9,-1,1,0,18,3.703703704
