日期,1星,2星,3星,4星,5星,abs1,abs2,abs3,abs4,abs5,平均评分
2023/6/11,6,2,5,3,7,6,2,5,3,7,3.130434783
2023/6/12,4,0,2,0,0,4,0,2,0,0,1.666666667
2023/6/13,5,2,2,2,9,5,2,2,2,9,3.4
2023/6/14,4,0,2,1,10,4,0,2,1,10,3.764705882
2023/6/15,2,1,-1,4,3,2,1,1,4,3,3.454545455
2023/6/16,1,3,4,-2,13,1,3,4,2,13,4
2023/6/17,0,1,0,4,16,0,1,0,4,16,4.666666667
2023/6/18,7,2,7,5,15,7,2,7,5,15,3.527777778
2023/6/19,6,-2,2,-1,20,6,2,2,1,20,3.870967742
2023/6/20,1,1,7,5,27,1,1,7,5,27,4.365853659
2023/6/21,13,3,5,10,41,13,3,5,10,41,3.875
2023/6/22,4,1,4,19,43,4,1,4,19,43,4.352112676
2023/6/23,5,2,5,10,44,5,2,5,10,44,4.303030303
2023/6/24,6,3,1,8,16,6,3,1,8,16,3.735294118
2023/6/25,3,1,0,10,26,3,1,0,10,26,4.375
2023/6/26,1,0,2,6,13,1,0,2,6,13,4.363636364
2023/6/27,6,1,0,5,31,6,1,0,5,31,4.255813953
2023/6/28,10,0,1,1,34,10,0,1,1,34,4.065217391
2023/6/29,-3,0,2,11,37,3,0,2,11,37,4.490566038
2023/6/30,8,0,9,14,57,8,0,9,14,57,4.272727273
2023/7/1,4,1,2,6,33,4,1,2,6,33,4.369565217
2023/7/2,15,3,4,6,37,15,3,4,6,37,3.723076923
2023/7/3,8,0,2,5,18,8,0,2,5,18,3.757575758
2023/7/4,6,3,2,7,32,6,3,2,7,32,4.12
2023/7/5,10,2,4,10,23,10,2,4,10,23,3.693877551
2023/7/6,13,2,4,9,30,13,2,4,9,30,3.706896552
2023/7/7,17,-1,2,4,40,17,1,2,4,40,3.765625
2023/7/8,8,1,2,13,38,8,1,2,13,38,4.161290323
2023/7/9,0,0,3,7,24,0,0,3,7,24,4.617647059
2023/7/10,0,1,8,13,39,0,1,8,13,39,4.475409836
2023/7/11,11,2,7,5,39,11,2,7,5,39,3.921875
2023/7/12,9,4,11,11,36,9,4,11,11,36,3.85915493
2023/7/13,14,3,12,19,51,14,3,12,19,51,3.909090909
2023/7/14,3,1,10,10,51,3,1,10,10,51,4.4
2023/7/15,9,1,3,9,82,9,1,3,9,82,4.480769231
2023/7/16,16,6,9,8,219,16,6,9,8,219,4.581395349
2023/7/17,11,-2,4,7,39,11,2,4,7,39,3.968253968
2023/7/18,6,0,9,6,34,6,0,9,6,34,4.127272727
2023/7/19,14,6,13,20,73,14,6,13,20,73,4.047619048
2023/7/20,10,2,2,10,32,10,2,2,10,32,3.928571429
2023/7/21,12,3,4,14,79,12,3,4,14,79,4.294642857
2023/7/22,7,0,8,14,49,7,0,8,14,49,4.256410256
2023/7/23,11,4,7,19,72,11,4,7,19,72,4.212389381
2023/7/24,3,4,11,13,27,3,4,11,13,27,3.982758621
2023/7/25,9,0,8,16,46,9,0,8,16,46,4.139240506
2023/7/26,3,-1,6,13,23,3,1,6,13,23,4.130434783
2023/7/27,13,2,6,12,41,13,2,6,12,41,3.891891892
2023/7/28,4,0,0,0,7,4,0,0,0,7,3.545454545
2023/7/29,6,0,8,12,56,6,0,8,12,56,4.365853659
2023/7/30,17,3,7,8,42,17,3,7,8,42,3.714285714
2023/7/31,10,1,8,18,57,10,1,8,18,57,4.180851064
2023/8/1,16,3,11,27,60,16,3,11,27,60,3.957264957
2023/8/2,12,4,2,24,55,12,4,2,24,55,4.092783505
2023/8/3,24,5,21,23,76,24,5,21,23,76,3.818791946
2023/8/4,32,5,9,16,118,32,5,9,16,118,4.016666667
2023/8/5,21,2,12,11,52,21,2,12,11,52,3.724489796
2023/8/6,27,8,9,19,52,27,8,9,19,52,3.530434783
2023/8/7,26,4,10,9,41,26,4,10,9,41,3.388888889
2023/8/8,26,4,21,38,122,26,4,21,38,122,4.071090047
2023/8/9,7,-1,9,17,40,7,1,9,17,40,4.108108108
2023/8/10,14,3,12,19,79,14,3,12,19,79,4.149606299
2023/8/11,8,0,9,13,33,8,0,9,13,33,4
2023/8/12,10,0,7,10,47,10,0,7,10,47,4.135135135
2023/8/13,21,1,14,17,75,21,1,14,17,75,3.96875
2023/8/14,4,3,6,7,46,4,3,6,7,46,4.333333333
2023/8/15,29,1,6,21,89,29,1,6,21,89,3.95890411
2023/8/16,6,6,7,17,63,6,6,7,17,63,4.262626263
2023/8/17,13,4,13,20,82,13,4,13,20,82,4.166666667
2023/8/18,19,0,15,25,80,19,0,15,25,80,4.057553957
2023/8/19,14,3,-1,11,66,14,3,1,11,66,4.178947368
2023/8/20,10,1,11,10,66,10,1,11,10,66,4.234693878
2023/8/21,6,2,6,13,38,6,2,6,13,38,4.153846154
2023/8/22,8,2,5,8,43,8,2,5,8,43,4.151515152
2023/8/23,16,-1,7,10,58,16,1,7,10,58,4.010869565
2023/8/24,9,3,7,12,42,9,3,7,12,42,4.02739726
2023/8/25,8,1,9,14,65,8,1,9,14,65,4.309278351
2023/8/26,6,2,3,11,47,6,2,3,11,47,4.31884058
2023/8/27,9,5,12,11,66,9,5,12,11,66,4.165048544
2023/8/28,1,0,1,10,51,1,0,1,10,51,4.746031746
2023/8/29,4,0,0,5,16,4,0,0,5,16,4.16
2023/8/30,10,4,12,16,59,10,4,12,16,59,4.089108911
2023/8/31,11,-2,5,6,48,11,2,5,6,48,4.083333333
2023/9/1,6,0,1,14,34,6,0,1,14,34,4.272727273
2023/9/2,2,1,3,6,42,2,1,3,6,42,4.574074074
2023/9/3,2,1,5,17,45,2,1,5,17,45,4.457142857
2023/9/4,2,0,4,6,15,2,0,4,6,15,4.185185185
2023/9/5,2,0,1,0,9,2,0,1,0,9,4.166666667
2023/9/6,3,-1,2,2,18,3,1,2,2,18,4.192307692
2023/9/7,2,1,5,7,34,2,1,5,7,34,4.428571429
2023/9/8,8,1,5,6,34,8,1,5,6,34,4.055555556
2023/9/9,2,1,0,13,41,2,1,0,13,41,4.578947368
2023/9/10,6,2,2,5,34,6,2,2,5,34,4.204081633
2023/9/11,5,1,5,2,18,5,1,5,2,18,3.870967742
2023/9/12,2,3,0,4,15,2,3,0,4,15,4.125
2023/9/13,3,0,1,1,9,3,0,1,1,9,3.928571429
2023/9/14,0,1,3,5,5,0,1,3,5,5,4
2023/9/15,5,3,4,9,21,5,3,4,9,21,3.904761905
2023/9/16,3,4,6,13,47,3,4,6,13,47,4.328767123
2023/9/17,0,1,3,7,16,0,1,3,7,16,4.407407407
2023/9/18,5,0,2,6,11,5,0,2,6,11,3.75
2023/9/19,3,1,0,2,6,3,1,0,2,6,3.583333333
2023/9/20,1,0,3,6,14,1,0,3,6,14,4.333333333
2023/9/21,3,0,6,3,17,3,0,6,3,17,4.068965517
2023/9/22,4,2,1,4,18,4,2,1,4,18,4.034482759
2023/9/23,1,1,0,3,25,1,1,0,3,25,4.666666667
2023/9/24,12,-1,3,5,58,12,1,3,5,58,4.215189873
2023/9/25,1,0,1,0,3,1,0,1,0,3,3.8
2023/9/26,1,1,1,5,12,1,1,1,5,12,4.3
2023/9/27,0,-1,2,2,7,0,1,2,2,7,4.25
2023/9/28,3,0,3,8,26,3,0,3,8,26,4.35
2023/9/29,2,3,8,15,64,2,3,8,15,64,4.47826087
2023/9/30,0,0,4,13,52,0,0,4,13,52,4.695652174
2023/10/1,2,1,6,10,60,2,1,6,10,60,4.582278481
2023/10/2,8,2,5,6,33,8,2,5,6,33,4
2023/10/3,14,3,3,6,30,14,3,3,6,30,3.625
2023/10/4,2,2,2,5,26,2,2,2,5,26,4.378378378
2023/10/5,12,1,3,4,42,12,1,3,4,42,4.016129032
2023/10/6,8,0,6,2,16,8,0,6,2,16,3.5625
2023/10/7,4,1,0,4,20,4,1,0,4,20,4.206896552
2023/10/8,1,1,-1,3,6,1,1,1,3,6,4
2023/10/9,4,-1,1,2,17,4,1,1,2,17,4.08
2023/10/10,3,0,1,0,14,3,0,1,0,14,4.222222222
2023/10/11,3,1,0,2,14,3,1,0,2,14,4.15
2023/10/12,1,0,3,2,13,1,0,3,2,13,4.368421053
2023/10/13,0,0,-1,3,17,0,0,1,3,17,4.761904762
2023/10/14,7,2,1,8,38,7,2,1,8,38,4.214285714
2023/10/15,3,1,2,3,21,3,1,2,3,21,4.266666667
2023/10/16,1,0,0,3,3,1,0,0,3,3,4
2023/10/17,1,0,1,1,8,1,0,1,1,8,4.363636364
2023/10/18,2,-2,1,3,8,2,2,1,3,8,3.8125
2023/10/19,-1,-1,3,3,18,1,1,3,3,18,4.384615385
2023/10/20,-2,0,2,1,17,2,0,2,1,17,4.409090909
2023/10/21,7,-1,4,2,18,7,1,4,2,18,3.71875
2023/10/22,8,-1,4,6,21,8,1,4,6,21,3.775
2023/10/23,3,0,0,1,5,3,0,0,1,5,3.555555556
2023/10/24,3,0,0,3,8,3,0,0,3,8,3.928571429
2023/10/25,1,0,0,1,8,1,0,0,1,8,4.5
2023/10/26,2,1,3,2,24,2,1,3,2,24,4.40625
2023/10/27,0,0,1,-1,4,0,0,1,1,4,4.5
2023/10/28,2,0,2,1,14,2,0,2,1,14,4.315789474
2023/10/29,3,3,3,2,23,3,3,3,2,23,4.147058824
2023/10/30,7,1,3,1,36,7,1,3,1,36,4.208333333
2023/10/31,4,1,0,0,2,4,1,0,0,2,2.285714286
2023/11/1,2,0,0,0,5,2,0,0,0,5,3.857142857
2023/11/2,3,0,2,4,6,3,0,2,4,6,3.666666667
2023/11/3,1,2,-2,4,14,1,2,2,4,14,4.217391304
2023/11/4,4,0,7,7,34,4,0,7,7,34,4.288461538
2023/11/5,2,-1,10,9,43,2,1,10,9,43,4.384615385
2023/11/6,0,-1,0,0,17,0,1,0,0,17,4.833333333
2023/11/7,4,0,3,4,14,4,0,3,4,14,3.96
2023/11/8,0,1,-1,0,11,0,1,1,0,11,4.615384615
2023/11/9,3,1,5,0,27,3,1,5,0,27,4.305555556
2023/11/10,2,1,1,1,18,2,1,1,1,18,4.391304348
2023/11/11,4,0,4,0,44,4,0,4,0,44,4.538461538
2023/11/12,7,1,1,5,38,7,1,1,5,38,4.269230769
2023/11/13,1,0,-1,1,15,1,0,1,1,15,4.611111111
2023/11/14,2,0,1,1,-1,2,0,1,1,1,2.8
2023/11/15,5,0,0,7,9,5,0,0,7,9,3.714285714
2023/11/16,0,-1,3,3,20,0,1,3,3,20,4.555555556
2023/11/17,4,2,2,2,12,4,2,2,2,12,3.727272727
2023/11/18,5,1,3,4,31,5,1,3,4,31,4.25
2023/11/19,4,1,4,2,29,4,1,4,2,29,4.275
2023/11/20,2,0,1,-2,8,2,0,1,2,8,4.076923077
2023/11/21,7,0,0,1,10,7,0,0,1,10,3.388888889
2023/11/22,2,1,0,0,11,2,1,0,0,11,4.214285714
2023/11/23,10,1,2,6,25,10,1,2,6,25,3.795454545
2023/11/24,4,1,-1,5,10,4,1,1,5,10,3.761904762
2023/11/25,9,2,9,14,29,9,2,9,14,29,3.825396825
2023/11/26,12,3,2,6,53,12,3,2,6,53,4.118421053
2023/11/27,4,1,0,3,13,4,1,0,3,13,3.952380952
2023/11/28,7,2,0,1,18,7,2,0,1,18,3.75
2023/11/29,2,1,1,7,19,2,1,1,7,19,4.333333333
2023/11/30,5,0,-2,1,13,5,0,2,1,13,3.80952381
2023/12/1,3,2,3,-1,21,3,2,3,1,21,4.166666667
2023/12/2,11,4,-2,6,27,11,4,2,6,27,3.68
2023/12/3,10,3,-2,12,61,10,3,2,12,61,4.261363636
2023/12/4,2,2,3,0,17,2,2,3,0,17,4.166666667
2023/12/5,1,0,0,2,15,1,0,0,2,15,4.666666667
2023/12/6,3,1,-1,1,11,3,1,1,1,11,3.941176471
2023/12/7,2,0,2,2,13,2,0,2,2,13,4.263157895
2023/12/8,3,2,1,2,14,3,2,1,2,14,4
2023/12/9,8,-2,2,5,39,8,2,2,5,39,4.160714286
2023/12/10,9,0,4,-1,29,9,0,4,1,29,3.953488372
2023/12/11,2,2,0,3,0,2,2,0,3,0,2.571428571
2023/12/12,8,1,3,1,9,8,1,3,1,9,3.090909091
2023/12/13,-1,0,0,4,15,1,0,0,4,15,4.6
2023/12/14,3,0,2,4,12,3,0,2,4,12,4.047619048
2023/12/15,5,0,0,2,21,5,0,0,2,21,4.214285714
2023/12/16,11,4,0,3,53,11,4,0,3,53,4.169014085
2023/12/17,0,0,3,1,17,0,0,3,1,17,4.666666667
2023/12/18,8,0,1,-3,14,8,0,1,3,14,3.576923077
2023/12/19,3,0,-2,1,11,3,0,2,1,11,4
2023/12/20,1,-1,1,3,7,1,1,1,3,7,4.076923077
2023/12/21,5,0,2,2,13,5,0,2,2,13,3.818181818
2023/12/22,1,2,1,2,19,1,2,1,2,19,4.44
2023/12/23,4,0,3,1,16,4,0,3,1,16,4.041666667
2023/12/24,1,1,-1,5,22,1,1,1,5,22,4.533333333
2023/12/25,3,1,0,-1,15,3,1,0,1,15,4.2
2023/12/26,5,0,0,3,13,5,0,0,3,13,3.904761905
2023/12/27,1,0,-1,2,20,1,0,1,2,20,4.666666667
2023/12/28,2,0,0,4,32,2,0,0,4,32,4.684210526
2023/12/29,3,0,0,4,15,3,0,0,4,15,4.272727273
2023/12/30,7,1,2,1,48,7,1,2,1,48,4.389830508
2023/12/31,9,-1,2,3,46,9,1,2,3,46,4.245901639
2024/1/1,6,1,2,4,21,6,1,2,4,21,3.970588235
2024/1/2,-1,0,-1,1,15,1,0,1,1,15,4.611111111
2024/1/3,0,2,-1,3,20,0,2,1,3,20,4.576923077
2024/1/4,3,0,0,-2,26,3,0,0,2,26,4.548387097
2024/1/5,5,2,3,2,30,5,2,3,2,30,4.19047619
2024/1/6,5,0,-1,7,43,5,0,1,7,43,4.482142857
2024/1/7,6,-2,2,0,37,6,2,2,0,37,4.276595745
2024/1/8,6,1,2,1,22,6,1,2,1,22,4
2024/1/9,-1,-1,2,2,39,1,1,2,2,39,4.711111111
2024/1/10,3,-1,3,1,9,3,1,3,1,9,3.705882353
2024/1/11,3,1,0,4,39,3,1,0,4,39,4.595744681
2024/1/12,3,-1,1,0,43,3,1,1,0,43,4.645833333
2024/1/13,-2,-1,4,2,41,2,1,4,2,41,4.58
2024/1/14,17,1,3,-1,71,17,1,3,1,71,4.161290323
2024/1/15,4,0,1,3,29,4,0,1,3,29,4.432432432
2024/1/16,6,0,-1,1,24,6,0,1,1,24,4.15625
2024/1/17,11,0,2,7,34,11,0,2,7,34,3.981481481
2024/1/18,4,2,0,0,38,4,2,0,0,38,4.5
2024/1/19,3,1,-1,6,33,3,1,1,6,33,4.477272727
2024/1/20,8,2,5,4,34,8,2,5,4,34,4.018867925
2024/1/21,18,-1,-1,3,39,18,1,1,3,39,3.709677419
2024/1/22,-1,-2,3,4,25,1,2,3,4,25,4.428571429
2024/1/23,6,2,-2,1,31,6,2,2,1,31,4.166666667
2024/1/24,4,1,4,5,44,4,1,4,5,44,4.448275862
2024/1/25,2,4,4,8,53,2,4,4,8,53,4.492957746
2024/1/26,17,5,2,3,53,17,5,2,3,53,3.875
2024/1/27,-1,0,3,4,62,1,0,3,4,62,4.8
2024/1/28,-3,1,1,7,52,3,1,1,7,52,4.625
2024/1/29,16,3,4,1,56,16,3,4,1,56,3.975
2024/1/30,9,0,-1,8,46,9,0,1,8,46,4.28125
2024/1/31,8,1,2,11,55,8,1,2,11,55,4.350649351
2024/2/1,16,-2,3,6,69,16,2,3,6,69,4.145833333
2024/2/2,-1,4,0,6,40,1,4,0,6,40,4.568627451
2024/2/3,15,4,0,6,69,15,4,0,6,69,4.170212766
2024/2/4,7,2,3,6,32,7,2,3,6,32,4.08
2024/2/5,14,6,4,5,65,14,6,4,5,65,4.074468085
2024/2/6,4,1,3,8,46,4,1,3,8,46,4.467741935
2024/2/7,10,5,0,4,54,10,5,0,4,54,4.191780822
2024/2/8,14,0,0,10,65,14,0,0,10,65,4.258426966
2024/2/9,9,7,8,5,60,9,7,8,5,60,4.123595506
2024/2/10,13,2,5,1,42,13,2,5,1,42,3.904761905
2024/2/11,6,1,1,4,51,6,1,1,4,51,4.476190476
2024/2/12,18,-1,4,1,49,18,1,4,1,49,3.849315068
2024/2/13,3,0,11,6,57,3,0,11,6,57,4.480519481
2024/2/14,7,3,8,9,69,7,3,8,9,69,4.354166667
2024/2/15,7,0,-1,1,17,7,0,1,1,17,3.807692308
2024/2/16,13,2,0,11,58,13,2,0,11,58,4.178571429
2024/2/17,2,0,-3,5,81,2,0,3,5,81,4.791208791
2024/2/18,20,2,6,2,109,20,2,6,2,109,4.28057554
2024/2/19,17,4,4,10,174,17,4,4,10,174,4.531100478
2024/2/20,6,-2,2,16,93,6,2,2,16,93,4.579831933
2024/2/21,12,3,-4,4,201,12,3,4,4,201,4.691964286
2024/2/22,9,1,4,8,196,9,1,4,8,196,4.747706422
2024/2/23,9,-1,3,6,131,9,1,3,6,131,4.66
2024/2/24,12,1,5,4,126,12,1,5,4,126,4.560810811
2024/2/25,11,-2,5,4,92,11,2,5,4,92,4.438596491
2024/2/26,2,-1,0,1,32,2,1,0,1,32,4.666666667
2024/2/27,4,0,5,4,47,4,0,5,4,47,4.5
2024/2/28,3,-1,1,7,30,3,1,1,7,30,4.428571429
2024/2/29,4,2,1,3,38,4,2,1,3,38,4.4375
2024/3/1,2,-1,3,9,43,2,1,3,9,43,4.551724138
2024/3/2,3,1,3,7,110,3,1,3,7,110,4.774193548
2024/3/3,9,-1,8,0,92,9,1,8,0,92,4.5
2024/3/4,-3,0,5,10,63,3,0,5,10,63,4.604938272
2024/3/5,4,2,0,6,34,4,2,0,6,34,4.391304348
2024/3/6,0,0,1,4,40,0,0,1,4,40,4.866666667
2024/3/7,4,0,1,1,38,4,0,1,1,38,4.568181818
2024/3/8,7,2,3,5,62,7,2,3,5,62,4.430379747
2024/3/9,12,-1,2,11,105,12,1,2,11,105,4.496183206
2024/3/10,5,0,7,5,85,5,0,7,5,85,4.617647059
2024/3/11,5,1,-1,1,19,5,1,1,1,19,4.037037037
2024/3/12,5,2,0,2,33,5,2,0,2,33,4.333333333
2024/3/13,3,0,2,1,16,3,0,2,1,16,4.227272727
2024/3/14,6,-1,2,3,35,6,1,2,3,35,4.276595745
2024/3/15,5,1,7,15,153,5,1,7,15,153,4.712707182
2024/3/16,7,0,13,29,179,7,0,13,29,179,4.635964912
2024/3/17,12,0,13,22,304,12,0,13,22,304,4.726495726
2024/3/18,1,1,1,6,62,1,1,1,6,62,4.788732394
2024/3/19,4,1,-1,9,119,4,1,1,9,119,4.776119403
2024/3/20,3,2,5,12,20,3,2,5,12,20,4.047619048
2024/3/21,10,2,3,13,135,10,2,3,13,135,4.601226994
2024/3/22,6,-3,1,13,80,6,3,1,13,80,4.533980583
2024/3/23,12,-1,7,15,138,12,1,7,15,138,4.537572254
2024/3/24,9,4,8,28,176,9,4,8,28,176,4.591111111
2024/3/25,6,1,6,16,120,6,1,6,16,120,4.630872483
2024/3/26,8,0,0,14,96,8,0,0,14,96,4.610169492
2024/3/27,12,5,1,16,100,12,5,1,16,100,4.395522388
2024/3/28,12,1,4,18,148,12,1,4,18,148,4.579234973
2024/3/29,2,1,5,3,103,2,1,5,3,103,4.789473684
2024/3/30,21,2,4,36,268,21,2,4,36,268,4.595166163
2024/3/31,13,3,2,16,214,13,3,2,16,214,4.673387097
2024/4/1,0,1,7,4,61,0,1,7,4,61,4.712328767
2024/4/2,6,3,3,14,88,6,3,3,14,88,4.535087719
2024/4/3,3,3,2,10,114,3,3,2,10,114,4.734848485
2024/4/4,17,3,10,22,247,17,3,10,22,247,4.602006689
2024/4/5,15,0,5,15,182,15,0,5,15,182,4.608294931
2024/4/6,19,6,16,18,162,19,6,16,18,162,4.34841629
2024/4/7,-2,2,3,5,63,2,2,3,5,63,4.666666667
2024/4/8,9,0,4,8,52,9,0,4,8,52,4.287671233
2024/4/9,8,1,1,7,54,8,1,1,7,54,4.38028169
2024/4/10,2,2,0,5,36,2,2,0,5,36,4.577777778
2024/4/11,2,2,-2,8,89,2,2,2,8,89,4.747572816
2024/4/12,10,0,8,12,58,10,0,8,12,58,4.227272727
2024/4/13,14,5,6,23,120,14,5,6,23,120,4.369047619
2024/4/14,13,2,6,13,128,13,2,6,13,128,4.487654321
2024/4/15,6,1,1,4,35,6,1,1,4,35,4.29787234
2024/4/16,12,2,1,6,37,12,2,1,6,37,3.931034483
2024/4/17,8,0,4,8,52,8,0,4,8,52,4.333333333
2024/4/18,2,1,2,4,17,2,1,2,4,17,4.269230769
2024/4/19,12,2,3,0,19,12,2,3,0,19,3.333333333
2024/4/20,22,-1,3,5,27,22,1,3,5,27,3.24137931
2024/4/21,31,1,-1,10,36,31,1,1,10,36,3.240506329
2024/4/22,11,0,1,1,18,11,0,1,1,18,3.483870968
2024/4/23,7,1,2,2,4,7,1,2,2,4,2.6875
2024/4/24,14,2,4,0,7,14,2,4,0,7,2.407407407
2024/4/25,11,1,0,1,8,11,1,0,1,8,2.714285714
2024/4/26,13,2,2,2,12,13,2,2,2,12,2.935483871
2024/4/27,17,2,2,2,30,17,2,2,2,30,3.490566038
2024/4/28,12,3,4,-2,15,12,3,4,2,15,3.138888889
2024/4/29,5,1,-1,0,14,5,1,1,0,14,3.80952381
2024/4/30,11,1,5,0,21,11,1,5,0,21,3.5
2024/5/1,24,3,4,2,24,24,3,4,2,24,2.98245614
2024/5/2,19,3,2,3,40,19,3,2,3,40,3.626865672
2024/5/3,25,4,6,-3,27,25,4,6,3,27,3.046153846
2024/5/4,30,-3,6,3,32,30,3,6,3,32,3.054054054
2024/5/5,26,0,8,5,31,26,0,8,5,31,3.214285714
2024/5/6,4,1,3,-1,9,4,1,3,1,9,3.555555556
2024/5/7,11,3,3,2,9,11,3,3,2,9,2.821428571
2024/5/8,4,1,0,1,11,4,1,0,1,11,3.823529412
2024/5/9,14,1,0,0,12,14,1,0,0,12,2.814814815
2024/5/10,9,0,4,0,6,9,0,4,0,6,2.684210526
2024/5/11,18,3,-1,1,3,18,3,1,1,3,1.769230769
2024/5/12,6,4,1,3,16,6,4,1,3,16,3.633333333
2024/5/13,19,3,1,0,6,19,3,1,0,6,2
2024/5/14,6,0,3,1,4,6,0,3,1,4,2.785714286
2024/5/15,6,-1,2,1,8,6,1,2,1,8,3.222222222
2024/5/16,5,0,0,0,9,5,0,0,0,9,3.571428571
2024/5/17,4,1,0,1,8,4,1,0,1,8,3.571428571
2024/5/18,23,4,-1,4,25,23,4,1,4,25,3.070175439
2024/5/19,17,6,2,1,17,17,6,2,1,17,2.88372093
2024/5/20,4,1,2,-1,8,4,1,2,1,8,3.5
2024/5/21,3,0,1,1,10,3,0,1,1,10,4
2024/5/22,2,1,-2,1,17,2,1,2,1,17,4.304347826
2024/5/23,7,-2,5,0,18,7,2,5,0,18,3.625
2024/5/24,4,0,2,0,2,4,0,2,0,2,2.5
2024/5/25,21,-2,1,-1,21,21,2,1,1,21,2.97826087
2024/5/26,10,3,6,5,16,10,3,6,5,16,3.35
2024/5/27,13,1,1,1,13,13,1,1,1,13,3
2024/5/28,3,0,4,0,6,3,0,4,0,6,3.461538462
2024/5/29,4,1,1,2,13,4,1,1,2,13,3.904761905
2024/5/30,10,0,2,1,7,10,0,2,1,7,2.75
2024/5/31,7,3,1,2,2,7,3,1,2,2,2.266666667
2024/6/1,19,1,2,1,12,19,1,2,1,12,2.6
2024/6/2,22,3,1,2,23,22,3,1,2,23,3.019607843
2024/6/3,2,2,2,-3,-10,2,2,2,3,10,3.894736842
2024/6/4,0,0,-1,0,-3,0,0,1,0,3,4.5
2024/6/5,8,-1,-3,0,3,8,1,3,0,3,2.266666667
2024/6/6,5,1,2,2,6,5,1,2,2,6,3.1875
2024/6/7,3,2,2,1,16,3,2,2,1,16,4.041666667
2024/6/8,21,2,0,-1,27,21,2,0,1,27,3.215686275
2024/6/9,17,3,3,1,36,17,3,3,1,36,3.6
2024/6/10,20,4,1,-1,20,20,4,1,1,20,2.934782609
2024/6/11,7,1,0,4,11,7,1,0,4,11,3.47826087
2024/6/12,10,-1,1,0,8,10,1,1,0,8,2.75
2024/6/13,9,5,4,3,19,9,5,4,3,19,3.45
2024/6/14,4,4,0,1,7,4,4,0,1,7,3.1875
2024/6/15,18,1,3,3,21,18,1,3,3,21,3.173913043
2024/6/16,16,3,2,-1,18,16,3,2,1,18,3.05
2024/6/17,10,1,1,4,11,10,1,1,4,11,3.185185185
2024/6/18,13,2,3,-2,14,13,2,3,2,14,3.058823529
2024/6/19,4,-2,-1,0,15,4,2,1,0,15,3.909090909
2024/6/20,12,1,-1,2,10,12,1,1,2,10,2.884615385
2024/6/21,17,0,2,-3,11,17,0,2,3,11,2.727272727
2024/6/22,14,2,5,-3,30,14,2,5,3,30,3.611111111
2024/6/23,16,2,11,2,19,16,2,11,2,19,3.12
2024/6/24,10,0,1,2,9,10,0,1,2,9,3
2024/6/25,11,2,4,0,13,11,2,4,0,13,3.066666667
2024/6/26,7,0,1,2,5,7,0,1,2,5,2.866666667
2024/6/27,13,0,1,7,33,13,0,1,7,33,3.87037037
2024/6/28,11,4,1,3,13,11,4,1,3,13,3.09375
2024/6/29,20,6,4,4,50,20,6,4,4,50,3.69047619
2024/6/30,16,2,2,7,34,16,2,2,7,34,3.672131148
2024/7/1,16,3,4,2,18,16,3,4,2,18,3.069767442
2024/7/2,12,2,6,2,45,12,2,6,2,45,3.985074627
2024/7/3,12,5,-2,2,28,12,5,2,2,28,3.591836735
2024/7/4,11,4,2,2,38,11,4,2,2,38,3.912280702
2024/7/5,28,2,7,3,37,28,2,7,3,37,3.246753247
2024/7/6,13,2,5,-5,37,13,2,5,5,37,3.822580645
2024/7/7,25,1,3,-1,29,25,1,3,1,29,3.13559322
2024/7/8,27,4,9,3,12,27,4,9,3,12,2.436363636
2024/7/9,21,1,5,2,27,21,1,5,2,27,3.232142857
2024/7/10,17,6,8,4,23,17,6,8,4,23,3.172413793
2024/7/11,25,6,5,4,19,25,6,5,4,19,2.762711864
2024/7/12,24,3,15,5,21,24,3,15,5,21,2.941176471
2024/7/13,17,0,5,3,26,17,0,5,3,26,3.411764706
2024/7/14,32,8,3,0,26,32,8,3,0,26,2.710144928
2024/7/15,14,0,6,2,22,14,0,6,2,22,3.409090909
2024/7/16,25,4,5,9,21,25,4,5,9,21,2.953125
2024/7/17,47,1,2,10,24,47,1,2,10,24,2.55952381
2024/7/18,33,5,6,2,18,33,5,6,2,18,2.484375
2024/7/19,34,4,4,12,34,34,4,4,12,34,3.090909091
2024/7/20,20,-1,3,2,30,20,1,3,2,30,3.375
2024/7/21,22,11,4,10,32,22,11,4,10,32,3.240506329
2024/7/22,28,3,2,16,31,28,3,2,16,31,3.2375
2024/7/23,29,3,8,7,39,29,3,8,7,39,3.279069767
2024/7/24,21,5,3,6,32,21,5,3,6,32,3.343283582
2024/7/25,33,1,9,5,26,33,1,9,5,26,2.864864865
2024/7/26,35,8,3,8,33,35,8,3,8,33,2.954022989
2024/7/27,36,2,8,16,32,36,2,8,16,32,3.063829787
2024/7/28,26,4,8,8,31,26,4,8,8,31,3.181818182
2024/7/29,27,4,10,2,27,27,4,10,2,27,2.971428571
2024/7/30,31,8,11,4,13,31,8,11,4,13,2.402985075
2024/7/31,29,0,9,2,21,29,0,9,2,21,2.770491803
2024/8/1,37,9,12,6,41,37,9,12,6,41,3.047619048
2024/8/2,62,8,12,3,74,62,8,12,3,74,3.119496855
2024/8/3,41,10,5,3,60,41,10,5,3,60,3.260504202
2024/8/4,40,2,6,13,12,40,2,6,13,12,2.383561644
2024/8/5,16,2,7,6,25,16,2,7,6,25,3.392857143
2024/8/6,26,5,7,3,29,26,5,7,3,29,3.057142857
2024/8/7,30,6,-2,2,37,30,6,2,2,37,3.12987013
