date,VIVO,OPPO,3,6,7,Downloads
2024/3/16,393153,521544,6958,1224003,113306,2258964
2024/3/17,598283,796339,3627,1585608,105484,3089341
2024/3/18,435817,181509,2501,823888,111041,1554756
2024/3/19,211178,219609,3714,589041,97617,1121159
2024/3/20,210654,306885,1918,613878,115758,1249093
2024/3/21,203773,200694,2218,573017,110254,1089956
2024/3/22,227075,459658,4097,855720,93222,1639772
2024/3/23,403999,544146,3944,1227305,92896,2272290
2024/3/24,627437,821314,6510,1785337,110940,3351538
2024/3/25,450223,188439,1879,738288,111292,1490121
2024/3/26,215482,220775,2099,578371,111126,1127853
2024/3/27,197891,303592,3742,606028,109983,1221236
2024/3/28,205422,277453,14090,696385,109582,1302932
2024/3/29,337672,1718999,34314,2272423,111370,4474778
2024/3/30,420623,1708886,30984,2592532,111766,4864791
2024/3/31,601960,2323754,16229,3168061,111545,6221549
2024/4/1,450811,2200577,16233,2667621,113268,5448510
2024/4/2,228980,1905496,8886,3271615,109626,5524603
2024/4/3,244099,1409072,7988,1787148,79665,3527972
2024/4/4,507943,1422180,15280,2243277,78239,4266919
2024/4/5,753081,1370319,8003,2630461,93395,4855259
2024/4/6,597062,826416,7504,1605911,100560,3137453
2024/4/7,432995,922856,8653,1606108,110505,3081117
2024/4/8,220976,753171,4598,1087722,112435,2178902
2024/4/9,197073,586178,4549,883494,109812,1781106
2024/4/10,198504,618904,6515,983122,110395,1917440
2024/4/11,226979,405036,4137,738648,111932,1486732
2024/4/12,243114,646729,6820,1089920,111717,2098300
2024/4/13,346783,568113,5086,1164649,94434,2179065
2024/4/14,526206,852127,5135,1601703,98834,3084005
2024/4/15,410327,337306,6101,953977,122090,1829801
2024/4/16,201417,321950,3083,621041,113057,1260548
2024/4/17,198071,378850,3295,747006,112806,1440028
2024/4/18,203325,260304,5037,589942,112495,1171103
2024/4/19,215821,520269,3258,844659,116211,1700218
2024/4/20,371909,537806,8324,1258947,113455,2290441
2024/4/21,569405,812439,4630,1635314,112804,3134592
2024/4/22,423130,259559,3252,872002,100476,1658419
2024/4/23,204148,266535,4919,593720,103577,1172899
2024/4/24,198393,364742,2536,42511314,118199,43195184
2024/4/25,196371,220577,4567,618143,115726,1155384
2024/4/26,211656,472941,2481,839735,113343,1640156
2024/4/27,345966,465438,6641,1214932,142373,2175350
2024/4/28,457778,304443,2552,929749,116818,1811340
2024/4/29,239713,383409,5177,783179,113371,1524849
2024/4/30,272582,298701,3209,888437,113329,1576258
2024/5/1,548123,1193156,10016,1809460,115767,3676522
2024/5/2,810701,665244,5024,5057947,116229,6655145
2024/5/3,677056,1007692,8349,1980963,112832,3786892
2024/5/4,616965,568902,4377,1536940,112029,2839213
2024/5/5,575224,550666,4313,1534258,83963,2748424
2024/5/6,446785,528972,5332,1193709,115680,2290478
2024/5/7,220157,276164,2939,717083,109670,1326013
2024/5/8,204119,382872,4189,703269,114136,1408585
2024/5/9,201653,197244,2555,550016,109848,1061316
2024/5/10,200619,381184,4300,797846,109950,1493899
2024/5/11,223064,254152,2752,630146,111179,1221293
2024/5/12,376040,549362,6545,1363982,76232,2372161
2024/5/13,452672,475241,2524,1117651,93235,2141323
2024/5/14,203152,233693,4205,551917,94588,1087555
2024/5/15,202866,364716,2311,820760,111871,1502524
2024/5/16,203573,192599,4365,539263,110476,1050276
2024/5/17,219576,511328,2405,992874,111987,1838170
2024/5/18,377057,537208,7106,1223943,111305,2256619
2024/5/19,592692,519490,3888,1401014,109566,2626650
2024/5/20,449646,456683,4797,1232509,97634,2241269
2024/5/21,215311,196962,2286,543084,113270,1070913
2024/5/22,205769,367677,4997,740301,112914,1431658
2024/5/23,213138,169568,2250,600628,113288,1098872
2024/5/24,221861,226667,5315,612158,111588,1177589
2024/5/25,354127,787285,4004,1526400,96584,2768400
2024/5/26,568074,512465,6740,1438257,93593,2619129
2024/5/27,436548,449558,2210,1121673,95017,2105006
2024/5/28,211574,214903,2551,665474,110242,1204744
2024/5/29,203645,354261,4012,759305,120913,1442136
2024/5/30,209898,184170,2558,656181,112644,1165451
2024/5/31,233385,256780,4298,674390,112912,1281765
2024/6/1,389312,833122,3937,101318846,112946,102658163
2024/6/2,581999,500095,6825,3793860,113021,4995800
2024/6/3,435045,438211,2530,1119145,109584,2104515
2024/6/4,219327,202353,4274,648910,97686,1172550
2024/6/5,227339,421311,2402,863116,125563,1639731
2024/6/6,270383,248031,4661,722941,113188,1359204
2024/6/7,290452,297196,2506,947295,112861,1650310
2024/6/8,433398,927358,7270,1662447,113316,3143789
2024/6/9,658267,611367,4136,1871490,111652,3256912
2024/6/10,709353,1050227,7507,2130933,99297,3997317
2024/6/11,609680,177421,2324,1100708,130911,2021044
2024/6/12,289702,0,4531,574794,141439,1010466
2024/6/13,267077,230898,2333,657622,112630,1270560
2024/6/14,271476,268470,5352,835706,113238,1494242
2024/6/15,375299,794538,3785,1485601,111974,2771197
2024/6/16,561876,514060,6959,1347900,97497,2528292
2024/6/17,487381,547144,2422,1401385,109605,2547937
2024/6/18,305107,248762,5174,723974,111491,1394508
2024/6/19,306294,314447,2622,816705,126377,1566445
2024/6/20,310895,462154,2988,1109753,112891,1998681
2024/6/21,332095,313383,5174,862932,112596,1626180
2024/6/22,434847,832265,4115,1605705,113338,2990270
2024/6/23,574871,489580,6781,1405492,113172,2589896
2024/6/24,494344,564336,2736,1364552,144570,2570538
2024/6/25,331339,256532,4661,935074,101697,1629303
2024/6/26,312217,299713,2641,822513,102598,1539682
2024/6/27,342072,632182,24758,1303217,77797,2380026
2024/6/28,577134,1912925,44516,2940711,95639,5570925
2024/6/29,558385,3486634,34969,4471615,78453,8630056
2024/6/30,622299,2541109,18942,3742903,93366,7018619
2024/7/1,534038,2425113,20640,3079452,86729,6145972
2024/7/2,415805,1507317,10322,3339207,111233,5383884
2024/7/3,419710,1237788,13214,1943700,101824,3716236
2024/7/4,435498,1317586,7692,2176044,93373,4030193
2024/7/5,459241,346712,11346,1090414,100291,2008004
2024/7/6,516321,1896266,7366,2706720,76376,5203049
2024/7/7,578740,0,11482,1159603,93622,1843447
2024/7/8,530626,2560955,6287,3354247,84127,6536242
2024/7/9,458999,668201,9264,1399084,48595,2584143
2024/7/10,448090,635455,5222,1503334,52587,2644688
2024/7/11,463228,944668,9223,1713612,107360,3238091
2024/7/12,494613,621148,5132,1328631,85276,2534800
2024/7/13,487337,975519,5347,1863977,111884,3444064
2024/7/14,509179,619927,8585,1418198,92153,2648042
2024/7/15,500391,0,4986,708672,102270,1316319
2024/7/16,461437,1754411,7742,2617270,82286,4923146
2024/7/17,455562,518625,4525,1205318,111728,2295758
2024/7/18,454964,625909,8450,1400491,89748,2579562
2024/7/19,553467,527864,4970,1397217,111377,2594895
2024/7/20,493181,830860,8535,1610895,112839,3056310
2024/7/21,495280,524610,5422,1402612,150711,2578635
2024/7/22,486581,494415,4890,1249083,110312,2345281
2024/7/23,448143,773822,7040,1501196,109951,2840152
2024/7/24,439229,466746,3857,1186827,106919,2203578
2024/7/25,434093,746295,7632,1426521,111577,2726118
2024/7/26,435634,436999,4143,1182485,111283,2170544
2024/7/27,445294,770068,4527,1504903,109978,2834770
2024/7/28,466014,476694,7938,1216376,112945,2279967
2024/7/29,472115,467941,3950,1281797,112874,2338677
2024/7/30,435909,756852,3891,1418085,110138,2724875
2024/7/31,423274,434608,6574,1136318,111973,2112747
2024/8/1,416602,712867,3796,1169987,96884,2400136
2024/8/2,420455,414651,3668,2683808,109823,3632405
2024/8/3,426854,731075,6680,1393378,81309,2639296
2024/8/4,443648,447810,3989,1142930,41911,2080288
2024/8/5,445545,428614,6451,1267910,43711,2192231
2024/8/6,418688,662886,3289,1296116,109711,2490690
2024/8/7,420036,440899,3504,1086983,127399,2078821
2024/8/8,419826,0,0,594551,115778,1130155
2024/8/9,440596,787094,0,1486098,116080,2829868
2024/8/10,446707,0,0,719267,116681,1282655
2024/8/11,475327,0,0,767129,115767,1358223
2024/8/12,460593,1730718,0,2470740,112668,4774719
2024/8/13,426578,0,0,678471,112894,1217943
2024/8/14,418520,0,0,676846,113015,1208381
2024/8/15,414701,0,0,666217,111928,1192846
2024/8/16,422176,2454819,0,3128877,97566,6103438
2024/8/17,0,0,0,263188,87739,350927
2024/8/18,884858,0,0,1176446,106924,2168228
2024/8/19,445472,0,0,721552,90556,1257580
2024/8/20,414754,0,0,476433,98602,989789
2024/8/21,406248,2540332,0,3390270,99906,6436756
2024/8/22,402101,0,0,640725,91920,1134746
2024/8/23,417610,0,0,680084,81930,1179624
2024/8/24,432698,0,0,704293,108761,1245752
2024/8/25,445942,2565803,0,788302356,108406,791422507
2024/8/26,427967,0,0,701715,108730,1238412
2024/8/27,397076,0,94384,520334,90588,1102382
2024/8/28,382923,1476011,0,2107496,108809,4075239
2024/8/29,384621,404695,0,786091563,108681,786989560
2024/8/30,396182,422627,0,849086,108288,1776183
2024/8/31,0,473712,0,785765927,90821,786330460
2024/9/1,0,446391,0,477920,108151,1032462
2024/9/2,1155245,325572,25714,3424267,99001,5029799
2024/9/3,201657,253822,2992,786163690,45482,786667643
2024/9/4,196718,362930,2416,580542,84484,1227090
2024/9/5,199917,180884,3185,785949896,94230,786428112
2024/9/6,214670,215668,2771,737176,91317,1261602
2024/9/7,328101,691671,4958,1247240,74581,2346551
2024/9/8,472036,453685,4318,974249,47084,1951372
2024/9/9,366439,274858,2719,786369459,46142,787059617
2024/9/10,193086,250602,1513,469313,48732,963246
2024/9/11,187016,191399,3225,515522,42529,939691
2024/9/12,177218,283801,2470,786033262,58927,786555678
2024/9/13,184992,185904,2644,399960,45301,818801
2024/9/14,194779,498030,4742,725794,75127,1498472
2024/9/15,389501,555183,4706,1274046,47631,2271067
2024/9/16,0,589876,2740,1012927,74942,1680485
2024/9/17,0,633718,3845,786477098,46788,787161449
2024/9/18,1730637,448421,5917,2240715,65741,4491431
2024/9/19,199253,232185,2565,905384,48466,1387853
2024/9/20,180910,231400,3112,444208,58505,918135
2024/9/21,280660,567445,3762,1111207,51989,2015063
2024/9/22,444946,533016,3759,786770096,83296,787835113
2024/9/23,350610,111511,2988,499320,100250,1064679
2024/9/24,170912,207214,2077,401476,107157,888836
2024/9/25,168087,218037,2933,411227,92060,892344
2024/9/26,320981,0,15188,383205,109091,828465
2024/9/27,237479,0,45975,312877,75034,671365
2024/9/28,336115,0,25346,396517,44021,801999
2024/9/29,424141,0,17844,482570,80460,1005015
2024/9/30,265755,0,17345,310603,108429,702132
2024/10/1,0,0,15203,60473,108583,184259
2024/10/2,545804,0,12791,620303,102604,1281502
2024/10/3,0,0,10952,61045,58790,130787
2024/10/4,0,0,7906,52051,39183,99140
2024/10/5,0,0,10986,51938,45286,108210
2024/10/6,2904826,0,6562,2948900,75108,5935396
2024/10/7,0,0,0,36036,73238,109274
2024/10/8,766129,0,18158,813218,38573,1636078
2024/10/9,168084,0,5903,193078,69557,436622
2024/10/10,0,0,4566,26919,42455,73940
2024/10/11,327254,0,4678,353475,36789,722196
2024/10/12,188908,0,4571,216522,33300,443301
2024/10/13,315422,0,5558,352502,31297,704779
2024/10/14,390016,0,3756,431201,32996,857969
2024/10/15,183580,0,4481,209551,50816,448428
2024/10/16,190320,0,3979,219499,44257,458055
2024/10/17,198027,0,4055,226465,38633,467180
2024/10/18,242909,0,4170,272520,41509,561108
2024/10/19,0,0,3543,38817,43101,85461
2024/10/20,999807,0,7077,1063454,48152,2118490
2024/10/21,433774,0,3579,483539,75718,996610
2024/10/22,207134,0,4592,239203,106406,557335
2024/10/23,193879,0,3457,225565,108177,531078
2024/10/24,188951,0,2348,218058,106758,516115
2024/10/25,197415,0,5181,230431,107327,540354
2024/10/26,341705,0,5289,382469,50223,779686
2024/10/27,0,0,4086,4086,48053,56225
2024/10/28,1068159,0,4431,1160965,74458,2308013
2024/10/29,0,0,3180,81378,107241,191799
2024/10/30,399841,0,2835,432478,107569,942723
2024/10/31,201636,0,3916,233060,96226,534838
2024/11/1,233920,0,3022,265526,91252,593720
2024/11/2,400014,0,6088,406102,74632,886836
2024/11/3,0,0,4504,42019,106750,153273
2024/11/4,0,0,923,53871,106915,161709
2024/11/5,0,0,0,72298,91302,163600
2024/11/6,0,0,0,29289,89226,118515
2024/11/7,1551988,0,10262,1657084,78947,3298281
2024/11/8,197170,0,3533,229159,57175,487037
2024/11/9,317609,0,3787,1773510,52921,2147827
2024/11/10,501591,0,4911,625809,45248,1177559
2024/11/11,377007,0,2001,425243,84748,888999
2024/11/12,185685,0,2724,100217019,42446,100447874
2024/11/13,186347,0,4172,220222,66086,476827
2024/11/14,192999,0,2592,292501,51350,539442
2024/11/15,207736,0,3003,239613,68605,518957
2024/11/16,387400,0,4686,432671,45375,870132
2024/11/17,575927,0,4152,707570,42697,1330346
2024/11/18,406754,0,1949,454953,45957,909613
2024/11/19,193554,0,3573,294987,56924,549038
2024/11/20,185011,0,3547,216784,47277,452619
2024/11/21,186740,0,2526,216286,42523,448075
2024/11/22,189649,0,2173,220201,42700,454723
2024/11/23,308538,0,4905,351020,44866,709329
2024/11/24,490400,0,3529,546129,58508,1098566
2024/11/25,367618,0,2225,485202,59248,914293
2024/11/26,190269,0,2602,222044,42427,457342
2024/11/27,178642,0,1767,208647,42606,431662
2024/11/28,180168,0,3226,210519,40755,434668
2024/11/29,208808,0,3206,311876,45868,569758
2024/11/30,350418,0,2051,390372,41226,784067
2024/12/1,535059,0,6259,595880,42438,1179636
2024/12/2,384796,0,3328,432396,50460,870980
2024/12/3,187415,0,2269,290934,50642,531260
2024/12/4,177925,0,1280,207953,50909,438067
2024/12/5,178845,0,3295,209718,62999,454857
2024/12/6,185659,0,2991,215224,62820,466694
2024/12/7,313054,0,3167,350909,54358,721488
2024/12/8,482089,0,3836,534933,50835,1071693
2024/12/9,350539,0,1146,465526,42587,859798
2024/12/10,175613,0,3201,202635,50594,432043
2024/12/11,173075,0,2259,200791,42636,418761
2024/12/12,175407,0,2166,279845,42327,499745
2024/12/13,185608,0,2392,217413,41893,447306
2024/12/14,318022,0,1787,360489,75136,755434
2024/12/15,492710,0,5196,548443,66583,1112932
2024/12/16,351905,0,837,391264,74669,818675
2024/12/17,173944,0,3546,201975,74628,454093
2024/12/18,171683,0,2125,199053,72727,445588
2024/12/19,178178,0,1682,206845,98266,484971
2024/12/20,183059,0,3223,219816,90832,496930
2024/12/21,303353,0,2633,341178,87828,734992
2024/12/22,486287,0,4022,543792,107158,1141259
2024/12/23,377021,0,2078,424141,71672,874912
2024/12/24,193737,0,2716,228245,42462,467160
2024/12/25,185455,0,27014,243530,40727,496726
2024/12/26,363095,0,34351,476905,32061,906412
2024/12/27,261492,0,22041,326877,37409,647819
2024/12/28,402159,0,18362,470710,42446,933677
2024/12/29,542505,0,12806,615163,42397,1212871
2024/12/30,402695,0,12084,462110,42719,919608
2024/12/31,247774,0,7734,288720,42368,586596
