"date","earning"
"2022-01-22","3699567"
"2022-01-21","2942740"
"2022-01-20","2355379"
"2022-01-19","2346573"
"2022-01-18","3104813"
"2022-01-17","3730750"
"2022-01-16","3721592"
"2022-01-15","3717548"
"2022-01-14","3710763"
"2022-01-13","3727175"
"2022-01-12","3716189"
"2022-01-11","3736051"
"2022-01-10","3718332"
"2022-01-09","3707440"
"2022-01-08","3726675"
"2022-01-07","3686623"
"2022-01-06","3689078"
"2022-01-05","3731323"
"2022-01-04","3694686"
"2022-01-03","3684345"
"2022-01-02","3706903"
"2022-01-01","3364048"
"2021-12-31","1363681"
"2021-12-30","1376853"
"2021-12-29","1605992"
"2021-12-28","1721677"
"2021-12-27","1720395"
"2021-12-26","1701449"
"2021-12-25","1609336"
"2021-12-24","1500991"
"2021-12-23","1653039"
"2021-12-22","1789120"
"2021-12-21","2354132"
"2021-12-20","2343597"
"2021-12-19","2409250"
"2021-12-18","2977089"
"2021-12-17","1960458"
"2021-12-16","1731069"
"2021-12-15","1393102"
"2021-12-14","1714290"
"2021-12-13","1703192"
"2021-12-12","1702787"
"2021-12-11","1700872"
"2021-12-10","1796831"
"2021-12-09","2316987"
"2021-12-08","2347780"
"2021-12-07","2340598"
"2021-12-06","2412197"
"2021-12-05","3371155"
"2021-12-04","3657015"
"2021-12-03","2877697"
"2021-12-02","1691070"
"2021-12-01","2081213"
"2021-11-30","2134766"
"2021-11-29","1695957"
"2021-11-28","1697340"
"2021-11-27","1694880"
"2021-11-26","1545132"
"2021-11-25","1448349"
"2021-11-24","2100979"
"2021-11-23","2364533"
"2021-11-22","2347323"
"2021-11-21","2339964"
"2021-11-20","2052350"
"2021-11-19","2504969"
"2021-11-18","3675425"
"2021-11-17","3679411"
"2021-11-16","3709184"
"2021-11-15","3716959"
"2021-11-14","3705125"
"2021-11-13","3706485"
"2021-11-12","3707038"
"2021-11-11","2811201"
"2021-11-10","1674623"
"2021-11-09","1709070"
"2021-11-08","1436736"
"2021-11-07","1247359"
"2021-11-06","1273082"
"2021-11-05","1464267"
"2021-11-04","1827890"
"2021-11-03","2337990"
"2021-11-02","3686080"
"2021-11-01","3703828"
"2021-10-31","3675432"
"2021-10-30","3703987"
"2021-10-29","3724600"
"2021-10-28","3727659"
"2021-10-27","3699861"
"2021-10-26","3723410"
"2021-10-25","3704094"
"2021-10-24","3698002"
"2021-10-23","3717069"
"2021-10-22","3706671"
"2021-10-21","3703174"
"2021-10-20","3687127"
"2021-10-19","3687162"
"2021-10-18","3672828"
"2021-10-17","3744513"
"2021-10-16","3675145"
"2021-10-15","3676813"
"2021-10-14","3687488"
"2021-10-13","3690200"
"2021-10-12","3722374"
"2021-10-11","3675293"
"2021-10-10","3656643"
"2021-10-09","3711186"
"2021-10-08","3698209"
"2021-10-07","3680935"
"2021-10-06","3732310"
"2021-10-05","3709553"
"2021-10-04","3744534"
"2021-10-03","3672410"
"2021-10-02","3696626"
"2021-10-01","3690812"
"2021-09-30","3692023"
"2021-09-29","3691163"
"2021-09-28","3715717"
"2021-09-27","3732295"
"2021-09-26","3688725"
"2021-09-25","3722087"
"2021-09-24","3688570"
"2021-09-23","3295249"
"2021-09-22","3691269"
"2021-09-21","3702557"
"2021-09-20","3678424"
"2021-09-19","2861557"
"2021-09-18","1570771"
"2021-09-17","1384148"
"2021-09-16","1378151"
"2021-09-15","1382207"
"2021-09-14","1556556"
"2021-09-13","1695155"
"2021-09-12","1688325"
"2021-09-11","1696111"
"2021-09-10","1686019"
"2021-09-09","2119204"
"2021-09-08","2734967"
"2021-09-07","3693695"
"2021-09-06","3749589"
"2021-09-05","3695164"
"2021-09-04","3535321"
"2021-09-03","2367129"
"2021-09-02","2362007"
"2021-09-01","3189792"
"2021-08-31","3681758"
"2021-08-30","3696875"
"2021-08-29","3724515"
"2021-08-28","3689229"
"2021-08-27","3678563"
"2021-08-26","3755255"
"2021-08-25","3672244"
"2021-08-24","2848956"
"2021-08-23","2362560"
"2021-08-22","2334800"
"2021-08-21","2341456"
"2021-08-20","2508855"
"2021-08-19","3689856"
"2021-08-18","3697723"
"2021-08-17","3706757"
"2021-08-16","3666659"
"2021-08-15","3690081"
"2021-08-14","3722145"
"2021-08-13","3714980"
"2021-08-12","3699066"
"2021-08-11","3680272"
"2021-08-10","3683472"
"2021-08-09","3718061"
"2021-08-08","3673951"
"2021-08-07","3695772"
"2021-08-06","3685266"
"2021-08-05","3655732"
"2021-08-04","3725342"
"2021-08-03","3748508"
"2021-08-02","3686987"
"2021-08-01","3703252"
"2021-07-31","3672329"
"2021-07-30","3648162"
"2021-07-29","3495483"
"2021-07-28","3340366"
"2021-07-27","3717948"
"2021-07-26","3696371"
"2021-07-25","3681172"
"2021-07-24","3680257"
"2021-07-23","3023655"
"2021-07-22","1917781"
"2021-07-21","2087488"
"2021-07-20","2346916"
"2021-07-19","2346407"
"2021-07-18","2375672"
"2021-07-17","2321193"
"2021-07-16","2508771"
"2021-07-15","3734374"
"2021-07-14","3649586"
"2021-07-13","2654404"
"2021-07-12","2355792"
"2021-07-11","2363913"
"2021-07-10","2325126"
"2021-07-09","2519798"
"2021-07-08","3678009"
"2021-07-07","3663898"
"2021-07-06","3685855"
"2021-07-05","3705937"
"2021-07-04","3704043"
"2021-07-03","3510563"
"2021-07-02","2717364"
"2021-07-01","3704389"
"2021-06-30","3702308"
"2021-06-29","3713157"
"2021-06-28","3721222"
"2021-06-27","3693169"
"2021-06-26","3711871"
"2021-06-25","3688547"
"2021-06-24","3684149"
"2021-06-23","3167207"
"2021-06-22","3654811"
"2021-06-21","3709168"
"2021-06-20","3695090"
"2021-06-19","2819316"
"2021-06-18","3173280"
"2021-06-17","3732568"
"2021-06-16","3711472"
"2021-06-15","3730003"
"2021-06-14","3723685"
"2021-06-13","3669064"
"2021-06-12","3678744"
"2021-06-11","3697018"
"2021-06-10","3703621"
"2021-06-09","3713563"
"2021-06-08","3686750"
"2021-06-07","3727057"
"2021-06-06","3677666"
"2021-06-05","3726091"
"2021-06-04","3703004"
"2021-06-03","3737909"
"2021-06-02","3289377"
"2021-06-01","3319182"
"2021-05-31","3391537"
"2021-05-30","3661313"
"2021-05-29","2708823"
"2021-05-28","3454407"
"2021-05-27","3690487"
"2021-05-26","3680260"
"2021-05-25","3696764"
"2021-05-24","3708478"
"2021-05-23","3688373"
"2021-05-22","3699927"
"2021-05-21","3700165"
"2021-05-20","3666813"
"2021-05-19","3722597"
"2021-05-18","3694858"
"2021-05-17","3660465"
"2021-05-16","3705153"
"2021-05-15","3691281"
"2021-05-14","3712692"
"2021-05-13","3704572"
"2021-05-12","3707646"
"2021-05-11","3721821"
"2021-05-10","2351710"
"2021-05-09","2378874"
"2021-05-08","2359339"
"2021-05-07","3001291"
"2021-05-06","3713580"
"2021-05-05","3740528"
"2021-05-04","3676295"
"2021-05-03","3696377"
"2021-05-02","3707290"
"2021-05-01","3443621"
"2021-04-30","2565135"
"2021-04-29","3650624"
"2021-04-28","3708055"
"2021-04-27","3701651"
"2021-04-26","3683398"
"2021-04-25","3715389"
"2021-04-24","3706487"
"2021-04-23","3705516"
"2021-04-22","3321391"
"2021-04-21","2339085"
"2021-04-20","3223045"
"2021-04-19","3720241"
"2021-04-18","3702228"
"2021-04-17","3694271"
"2021-04-16","3717459"
"2021-04-15","3756594"
"2021-04-14","3695581"
"2021-04-13","3704652"
"2021-04-12","3706278"
"2021-04-11","3723311"
"2021-04-10","3716204"
"2021-04-09","3693313"
"2021-04-08","3667439"
"2021-04-07","3716549"
"2021-04-06","3712900"
"2021-04-05","3714887"
"2021-04-04","3712005"
"2021-04-03","3724532"
"2021-04-02","3665437"
"2021-04-01","3723419"
"2021-03-31","3728771"
"2021-03-30","3748694"
"2021-03-29","3683401"
"2021-03-28","3709127"
"2021-03-27","3671355"
"2021-03-26","3661103"
"2021-03-25","3752305"
"2021-03-24","3672326"
"2021-03-23","3656301"
"2021-03-22","3691820"
"2021-03-21","3729940"
"2021-03-20","2893159"
"2021-03-19","2526285"
"2021-03-18","2996837"
"2021-03-17","3206063"
"2021-03-16","3709581"
"2021-03-15","3689689"
"2021-03-14","3657657"
"2021-03-13","3701236"
"2021-03-12","3691989"
"2021-03-11","3709843"
"2021-03-10","3703364"
"2021-03-09","3685018"
"2021-03-08","3701381"
"2021-03-07","3669878"
"2021-03-06","3684119"
"2021-03-05","3506355"
"2021-03-04","3039570"
"2021-03-03","3347071"
"2021-03-02","3701871"
"2021-03-01","3677766"
"2021-02-28","3163875"
"2021-02-27","2332816"
"2021-02-26","2379675"
"2021-02-25","2347978"
"2021-02-24","2361027"
"2021-02-23","3077961"
"2021-02-22","3711608"
"2021-02-21","3716298"
"2021-02-20","3693774"
"2021-02-19","3717287"
"2021-02-18","3716614"
"2021-02-17","3689692"
"2021-02-16","3687426"
"2021-02-15","3689134"
"2021-02-14","3671209"
"2021-02-13","3706808"
"2021-02-12","3759465"
"2021-02-11","3705974"
"2021-02-10","3685112"
"2021-02-09","3698001"
"2021-02-08","3695836"
"2021-02-07","2603551"
"2021-02-06","2108291"
"2021-02-05","2326798"
"2021-02-04","2294140"
"2021-02-03","3337146"
"2021-02-02","3701348"
"2021-02-01","3006389"
"2021-01-31","3033506"
"2021-01-30","3033905"
"2021-01-29","3005559"
"2021-01-28","3014483"
"2021-01-27","3007950"
"2021-01-26","3027344"
"2021-01-25","3031766"
"2021-01-24","2085254"
"2021-01-23","2091347"
"2021-01-22","2198512"
"2021-01-21","3023790"
"2021-01-20","3012936"
"2021-01-19","3005501"
"2021-01-18","3013737"
"2021-01-17","3004990"
"2021-01-16","3007696"
"2021-01-15","3022932"
"2021-01-14","3015135"
"2021-01-13","3023877"
"2021-01-12","3016884"
"2021-01-11","3028052"
"2021-01-10","3016275"
"2021-01-09","3032948"
"2021-01-08","3008387"
"2021-01-07","3024285"
"2021-01-06","3020625"
"2021-01-05","3033470"
"2021-01-04","3008614"
"2021-01-03","3007668"
"2021-01-02","3025473"
"2021-01-01","3024465"
"2020-12-31","1894438"
"2020-12-30","1881997"
"2020-12-29","1880552"
"2020-12-28","1893209"
"2020-12-27","1888993"
"2020-12-26","1892693"
"2020-12-25","1895827"
"2020-12-24","1840720"
"2020-12-23","1887167"
"2020-12-22","1895933"
"2020-12-21","1902578"
"2020-12-20","1894202"
"2020-12-19","1891614"
"2020-12-18","1882649"
"2020-12-17","1894135"
"2020-12-16","1886260"
"2020-12-15","1887919"
"2020-12-14","1880132"
"2020-12-13","1899312"
"2020-12-12","1878474"
"2020-12-11","1840207"
"2020-12-10","1873243"
"2020-12-09","1883064"
"2020-12-08","1885470"
"2020-12-07","1884320"
"2020-12-06","1881014"
"2020-12-05","1885118"
"2020-12-04","1881249"
"2020-12-03","1890335"
"2020-12-02","1883420"
"2020-12-01","1897850"
"2020-11-30","1892687"
"2020-11-29","1886768"
"2020-11-28","1875350"
"2020-11-27","1838012"
"2020-11-26","1891096"
"2020-11-25","1889902"
"2020-11-24","1894872"
"2020-11-23","1888507"
"2020-11-22","1880860"
"2020-11-21","1530837"
"2020-11-20","1836170"
"2020-11-19","1898537"
"2020-11-18","1884774"
"2020-11-17","1874694"
"2020-11-16","1836506"
"2020-11-15","1891442"
"2020-11-14","1883871"
"2020-11-13","1878065"
"2020-11-12","1875932"
"2020-11-11","1835118"
"2020-11-10","1880698"
"2020-11-09","1880711"
"2020-11-08","1875447"
"2020-11-07","1887851"
"2020-11-06","1897808"
"2020-11-05","1887187"
"2020-11-04","1882400"
"2020-11-03","1894470"
"2020-11-02","1898963"
"2020-11-01","1781309"
"2020-10-31","1876998"
"2020-10-30","1892167"
"2020-10-29","1878444"
"2020-10-28","1886612"
"2020-10-27","1895797"
"2020-10-26","1874844"
"2020-10-25","1893315"
"2020-10-24","1879594"
"2020-10-23","1881409"
"2020-10-22","1850161"
"2020-10-21","1802939"
"2020-10-20","1781288"
"2020-10-19","1837630"
"2020-10-18","1847343"
"2020-10-17","1834298"
"2020-10-16","1784702"
"2020-10-15","1846502"
"2020-10-14","1843749"
"2020-10-13","1842460"
"2020-10-12","1892280"
"2020-10-11","1875142"
"2020-10-10","1887753"
"2020-10-09","1876088"
"2020-10-08","1885483"
"2020-10-07","1893336"
"2020-10-06","1886998"
"2020-10-05","1887390"
"2020-10-04","1886358"
"2020-10-03","1893356"
"2020-10-02","1891485"
"2020-10-01","1893100"
"2020-09-30","1884241"
"2020-09-29","1871174"
"2020-09-28","1882307"
"2020-09-27","1895383"
"2020-09-26","1892470"
"2020-09-25","1886574"
"2020-09-24","1886003"
"2020-09-23","1831568"
"2020-09-22","1893158"
"2020-09-21","1830309"
"2020-09-20","1848451"
"2020-09-19","1837686"
"2020-09-18","1885012"
"2020-09-17","1885855"
"2020-09-16","1892276"
"2020-09-15","1884976"
"2020-09-14","1894510"
"2020-09-13","1890079"
"2020-09-12","1891889"
"2020-09-11","1889616"
"2020-09-10","1889338"
"2020-09-09","1878267"
"2020-09-08","1880653"
"2020-09-07","1885700"
"2020-09-06","1881732"
"2020-09-05","1879104"
"2020-09-04","1890530"
"2020-09-03","1882645"
"2020-09-02","1889058"
"2020-09-01","1884871"
"2020-08-31","1876008"
"2020-08-30","1884715"
"2020-08-29","1886889"
"2020-08-28","1891064"
"2020-08-27","1883221"
"2020-08-26","1885182"
"2020-08-25","1887537"
"2020-08-24","1888159"
"2020-08-23","1891599"
"2020-08-22","1888699"
"2020-08-21","1888389"
"2020-08-20","1880124"
"2020-08-19","1875297"
"2020-08-18","1836220"
"2020-08-17","1881611"
"2020-08-16","1887042"
"2020-08-15","1887359"
"2020-08-14","1880290"
"2020-08-13","1886428"
"2020-08-12","1885615"
"2020-08-11","1895561"
"2020-08-10","1886134"
"2020-08-09","1880598"
"2020-08-08","1883340"
"2020-08-07","1842090"
"2020-08-06","1886753"
"2020-08-05","1902012"
"2020-08-04","1900772"
"2020-08-03","1841471"
"2020-08-02","1840061"
"2020-08-01","1891231"
"2020-07-31","1884774"
"2020-07-30","1881095"
"2020-07-29","1839862"
"2020-07-28","1835320"
"2020-07-27","1844502"
"2020-07-26","1838109"
"2020-07-25","1781440"
"2020-07-24","1846423"
"2020-07-23","1887879"
"2020-07-22","1888829"
"2020-07-21","1889884"
"2020-07-20","1901125"
"2020-07-19","1888327"
"2020-07-18","1888772"
"2020-07-17","1872985"
"2020-07-16","1883806"
"2020-07-15","1870517"
"2020-07-14","1888188"
"2020-07-13","1889880"
"2020-07-12","1883688"
"2020-07-11","1888132"
"2020-07-10","1879785"
"2020-07-09","1888993"
"2020-07-08","1886175"
"2020-07-07","1878708"
"2020-07-06","1779989"
"2020-07-05","1880251"
"2020-07-04","1793265"
"2020-07-03","1891652"
"2020-07-02","1899437"
"2020-07-01","1898968"
"2020-06-30","1883293"
"2020-06-29","1892953"
"2020-06-28","1892227"
"2020-06-27","1829844"
"2020-06-26","1845962"
"2020-06-25","1833613"
"2020-06-24","1888644"
"2020-06-23","1837156"
"2020-06-22","1886972"
"2020-06-21","1889516"
"2020-06-20","1894458"
"2020-06-19","1896772"
"2020-06-18","1901125"
"2020-06-17","1876790"
"2020-06-16","1896113"
"2020-06-15","1890082"
"2020-06-14","1873744"
"2020-06-13","1887091"
"2020-06-12","1879531"
"2020-06-11","1897616"
"2020-06-10","1883216"
"2020-06-09","1896744"
"2020-06-08","1893171"
"2020-06-07","1892895"
"2020-06-06","1888807"
"2020-06-05","1874523"
"2020-06-04","1892732"
"2020-06-03","1886982"
"2020-06-02","1871577"
"2020-06-01","1892258"
"2020-05-31","1893376"
"2020-05-30","1826385"
"2020-05-29","1843997"
"2020-05-28","1888157"
"2020-05-27","1884373"
"2020-05-26","1873874"
"2020-05-25","1902295"
"2020-05-24","1882318"
"2020-05-23","1889939"
"2020-05-22","1888775"
"2020-05-21","1887211"
"2020-05-20","1877902"
"2020-05-19","1885416"
"2020-05-18","1875773"
"2020-05-17","1893359"
"2020-05-16","1864009"
"2020-05-15","1882887"
"2020-05-14","1937754"
"2020-05-13","1943653"
"2020-05-12","1938690"
"2020-05-11","1931860"
"2020-05-10","1953196"
"2020-05-09","1954293"
"2020-05-08","1943663"
"2020-05-07","1955569"
"2020-05-06","1937006"
"2020-05-05","1934932"
"2020-05-04","1940951"
"2020-05-03","1939975"
"2020-05-02","1946274"
"2020-05-01","1946171"
"2020-04-30","1896820"
"2020-04-29","1884918"
"2020-04-28","1886287"
"2020-04-27","1945673"
"2020-04-26","1935089"
"2020-04-25","1948814"
"2020-04-24","1943444"
"2020-04-23","1932164"
"2020-04-22","1935548"
"2020-04-21","1940151"
"2020-04-20","1887715"
"2020-04-19","1941734"
"2020-04-18","1928668"
"2020-04-17","1833445"
"2020-04-16","1945735"
"2020-04-15","1953427"
"2020-04-14","1942986"
"2020-04-13","1940036"
"2020-04-12","1928156"
"2020-04-11","1941916"
"2020-04-10","1937495"
"2020-04-09","1888357"
"2020-04-08","1891223"
"2020-04-07","1895085"
"2020-04-06","1877838"
"2020-04-05","1892617"
"2020-04-04","1878723"
"2020-04-03","1888091"
"2020-04-02","1953478"
"2020-04-01","1939824"
"2020-03-31","1935647"
"2020-03-30","1882769"
"2020-03-29","1945034"
"2020-03-28","1947460"
"2020-03-27","2013113"
"2020-03-26","2009996"
"2020-03-25","2024607"
"2020-03-24","1935930"
"2020-03-23","1884412"
"2020-03-22","1876522"
"2020-03-21","1880359"
"2020-03-20","1882999"
"2020-03-19","1896327"
"2020-03-18","1895859"
"2020-03-17","1890861"
"2020-03-16","1884676"
"2020-03-15","1890236"
"2020-03-14","1888689"
"2020-03-13","1845868"
"2020-03-12","1894883"
"2020-03-11","1906249"
"2020-03-10","1885174"
"2020-03-09","1880668"
"2020-03-08","1892471"
"2020-03-07","1891435"
"2020-03-06","1890134"
"2020-03-05","1889302"
"2020-03-04","1897570"
"2020-03-03","1881369"
"2020-03-02","1888494"
"2020-03-01","1940704"
"2020-02-29","1932261"
"2020-02-28","1944882"
"2020-02-27","1940812"
"2020-02-26","1889480"
"2020-02-25","1878819"
"2020-02-24","1884727"
"2020-02-23","1886846"
"2020-02-22","1891876"
"2020-02-21","1877343"
"2020-02-20","1881355"
"2020-02-19","1895544"
"2020-02-18","1892809"
"2020-02-17","1887427"
"2020-02-16","1894618"
"2020-02-15","1924081"
"2020-02-14","1932415"
"2020-02-13","1882854"
"2020-02-12","1893218"
"2020-02-11","1941684"
"2020-02-10","1945641"
"2020-02-09","1945979"
"2020-02-08","1949977"
"2020-02-07","1893052"
"2020-02-06","1887683"
"2020-02-05","1886603"
"2020-02-04","1898098"
"2020-02-03","1886213"
"2020-02-02","1890303"
"2020-02-01","1891829"
"2020-01-31","1927846"
"2020-01-30","1939746"
"2020-01-29","1945112"
"2020-01-28","1932705"
"2020-01-27","1936427"
"2020-01-26","1940796"
"2020-01-25","1948726"
"2020-01-24","1939349"
"2020-01-23","1938800"
"2020-01-22","1937334"
"2020-01-21","1943398"
"2020-01-20","1841069"
"2020-01-19","1938279"
"2020-01-18","1927258"
"2020-01-17","1930134"
"2020-01-16","1843827"
"2020-01-15","1941619"
"2020-01-14","1950171"
"2020-01-13","1947249"
"2020-01-12","1937773"
"2020-01-11","1951929"
"2020-01-10","1942344"
"2020-01-09","1924308"
"2020-01-08","1899896"
"2020-01-07","1896157"
"2020-01-06","1897688"
"2020-01-05","1942867"
"2020-01-04","1944994"
"2020-01-03","1950225"
"2020-01-02","1880665"
"2020-01-01","1829526"
