"日期","下载量预估~iPad"
"2024-08-24","9435"
"2024-08-23","11054"
"2024-08-22","11423"
"2024-08-21","10212"
"2024-08-20","11394"
"2024-08-19","11340"
"2024-08-18","11435"
"2024-08-17","11413"
"2024-08-16","11369"
"2024-08-15","9486"
"2024-08-14","11390"
"2024-08-13","8959"
"2024-08-12","8574"
"2024-08-11","10128"
"2024-08-10","11079"
"2024-08-09","11418"
"2024-08-08","10114"
"2024-08-07","11398"
"2024-08-06","8034"
"2024-08-05","8607"
"2024-08-04","10119"
"2024-08-03","8124"
"2024-08-02","10820"
"2024-08-01","10195"
"2024-07-31","8687"
"2024-07-30","11410"
"2024-07-29","10700"
"2024-07-28","10316"
"2024-07-27","10193"
"2024-07-26","10085"
"2024-07-25","11432"
"2024-07-24","11424"
"2024-07-23","8670"
"2024-07-22","7475"
"2024-07-21","7855"
"2024-07-20","9613"
"2024-07-19","9657"
"2024-07-18","8664"
"2024-07-17","8525"
"2024-07-16","8729"
"2024-07-15","11417"
"2024-07-14","10520"
"2024-07-13","9044"
"2024-07-12","9306"
"2024-07-11","9310"
"2024-07-10","8810"
"2024-07-09","8763"
"2024-07-08","10119"
"2024-07-07","11376"
"2024-07-06","11383"
"2024-07-05","11423"
"2024-07-04","11406"
"2024-07-03","11387"
"2024-07-02","9711"
"2024-07-01","9397"
"2024-06-30","15560"
"2024-06-29","15540"
"2024-06-28","15608"
"2024-06-27","15590"
"2024-06-26","15535"
"2024-06-25","15537"
"2024-06-24","15515"
"2024-06-23","15569"
"2024-06-22","15552"
"2024-06-21","15586"
"2024-06-20","15574"
"2024-06-19","15647"
"2024-06-18","15513"
"2024-06-17","11733"
"2024-06-16","11444"
"2024-06-15","16139"
"2024-06-14","18275"
"2024-06-13","18936"
"2024-06-12","13726"
"2024-06-11","13524"
"2024-06-10","13461"
"2024-06-09","17159"
"2024-06-08","13256"
"2024-06-07","18641"
"2024-06-06","21129"
"2024-06-05","21754"
"2024-06-04","21324"
"2024-06-03","18670"
"2024-06-02","15448"
"2024-06-01","15461"
"2024-05-31","15860"
"2024-05-30","16672"
"2024-05-29","16215"
"2024-05-28","11463"
"2024-05-27","10338"
"2024-05-26","9268"
"2024-05-25","13340"
"2024-05-24","10749"
"2024-05-23","15628"
"2024-05-22","15558"
"2024-05-21","18648"
"2024-05-20","13169"
"2024-05-19","18655"
"2024-05-18","14113"
"2024-05-17","18646"
"2024-05-16","14868"
"2024-05-15","16301"
"2024-05-14","16273"
"2024-05-13","17117"
"2024-05-12","21723"
"2024-05-11","21659"
"2024-05-10","21686"
"2024-05-09","21757"
"2024-05-08","21329"
"2024-05-07","21311"
"2024-05-06","15200"
"2024-05-05","16799"
"2024-05-04","15795"
"2024-05-03","20009"
"2024-05-02","19673"
"2024-05-01","21081"
"2024-04-30","21149"
"2024-04-29","15627"
"2024-04-28","12443"
"2024-04-27","17619"
"2024-04-26","21340"
"2024-04-25","21630"
"2024-04-24","21300"
"2024-04-23","12118"
"2024-04-22","16258"
"2024-04-21","17898"
"2024-04-20","21343"
"2024-04-19","19329"
"2024-04-18","19092"
"2024-04-17","21058"
"2024-04-16","19642"
"2024-04-15","9766"
"2024-04-14","17112"
"2024-04-13","18808"
"2024-04-12","21430"
"2024-04-11","21634"
"2024-04-10","22328"
"2024-04-09","21714"
"2024-04-08","21760"
"2024-04-07","21375"
"2024-04-06","21597"
"2024-04-05","21711"
"2024-04-04","22284"
"2024-04-03","22305"
"2024-04-02","21736"
"2024-04-01","21639"
"2024-03-31","21451"
"2024-03-30","21650"
"2024-03-29","21669"
"2024-03-28","17739"
"2024-03-27","21031"
"2024-03-26","21175"
"2024-03-25","18616"
"2024-03-24","18365"
"2024-03-23","21821"
"2024-03-22","21677"
"2024-03-21","21460"
"2024-03-20","21440"
"2024-03-19","19344"
"2024-03-18","18930"
"2024-03-17","13539"
"2024-03-16","21463"
"2024-03-15","21056"
"2024-03-14","21683"
"2024-03-13","21740"
"2024-03-12","21815"
"2024-03-11","15165"
"2024-03-10","21184"
"2024-03-09","21635"
"2024-03-08","21697"
"2024-03-07","21728"
"2024-03-06","21767"
"2024-03-05","19679"
"2024-03-04","16325"
"2024-03-03","21110"
"2024-03-02","21413"
"2024-03-01","21305"
"2024-02-29","21480"
"2024-02-28","21654"
"2024-02-27","21455"
"2024-02-26","19681"
"2024-02-25","17057"
"2024-02-24","17581"
"2024-02-23","19255"
"2024-02-22","16302"
"2024-02-21","14853"
"2024-02-20","17177"
"2024-02-19","12771"
"2024-02-18","16234"
"2024-02-17","11471"
"2024-02-16","11391"
"2024-02-15","12469"
"2024-02-14","12514"
"2024-02-13","13541"
"2024-02-12","13502"
"2024-02-11","13814"
"2024-02-10","21024"
"2024-02-09","19259"
"2024-02-08","19748"
"2024-02-07","19662"
"2024-02-06","21320"
"2024-02-05","21438"
"2024-02-04","21124"
"2024-02-03","21328"
"2024-02-02","18937"
"2024-02-01","13596"
"2024-01-31","15611"
"2024-01-30","15888"
"2024-01-29","15529"
"2024-01-28","15599"
"2024-01-27","13214"
"2024-01-26","15628"
"2024-01-25","10583"
"2024-01-24","15602"
"2024-01-23","15630"
"2024-01-22","15567"
"2024-01-21","15620"
"2024-01-20","13255"
"2024-01-19","18412"
"2024-01-18","18269"
"2024-01-17","17029"
"2024-01-16","17357"
"2024-01-15","18621"
"2024-01-14","20015"
"2024-01-13","20025"
"2024-01-12","19760"
"2024-01-11","21029"
"2024-01-10","21413"
"2024-01-09","21399"
"2024-01-08","21435"
"2024-01-07","8768"
"2024-01-06","8851"
"2024-01-05","8832"
"2024-01-04","8568"
"2024-01-03","8608"
"2024-01-02","8373"
"2024-01-01","8349"
"2023-12-31","19678"
"2023-12-30","18829"
"2023-12-29","19696"
"2023-12-28","21083"
"2023-12-27","21409"
"2023-12-26","21376"
"2023-12-25","21372"
"2023-12-24","21410"
"2023-12-23","16416"
"2023-12-22","15877"
"2023-12-21","17129"
"2023-12-20","18553"
"2023-12-19","21361"
"2023-12-18","19801"
"2023-12-17","18365"
"2023-12-16","18390"
"2023-12-15","17160"
"2023-12-14","19830"
"2023-12-13","19743"
"2023-12-12","21286"
"2023-12-11","21369"
"2023-12-10","18719"
"2023-12-09","17898"
"2023-12-08","18395"
"2023-12-07","18512"
"2023-12-06","19920"
"2023-12-05","21440"
"2023-12-04","21419"
"2023-12-03","19645"
"2023-12-02","19747"
"2023-12-01","21706"
"2023-11-30","21622"
"2023-11-29","21796"
"2023-11-28","21431"
"2023-11-27","17594"
"2023-11-26","12760"
"2023-11-25","18459"
"2023-11-24","21114"
"2023-11-23","21684"
"2023-11-22","14577"
"2023-11-21","10111"
"2023-11-20","17819"
"2023-11-19","16434"
"2023-11-18","18462"
"2023-11-17","18342"
"2023-11-16","15611"
"2023-11-15","21432"
"2023-11-14","19212"
"2023-11-13","19117"
"2023-11-12","18322"
"2023-11-11","14151"
"2023-11-10","21355"
"2023-11-09","21413"
"2023-11-08","19789"
"2023-11-07","17165"
"2023-11-06","21313"
"2023-11-05","18977"
"2023-11-04","19185"
"2023-11-03","19787"
"2023-11-02","21409"
"2023-11-01","21364"
"2023-10-31","19167"
"2023-10-30","16439"
"2023-10-29","19672"
"2023-10-28","17948"
"2023-10-27","21295"
"2023-10-26","19758"
"2023-10-25","19082"
"2023-10-24","19796"
"2023-10-23","19729"
"2023-10-22","18510"
"2023-10-21","17143"
"2023-10-20","18320"
"2023-10-19","16794"
"2023-10-18","15510"
"2023-10-17","17985"
"2023-10-16","19707"
"2023-10-15","18308"
"2023-10-14","16450"
"2023-10-13","18652"
"2023-10-12","21375"
"2023-10-11","21370"
"2023-10-10","19091"
"2023-10-09","21427"
"2023-10-08","21462"
"2023-10-07","19191"
"2023-10-06","13227"
"2023-10-05","13163"
"2023-10-04","13223"
"2023-10-03","13538"
"2023-10-02","18306"
"2023-10-01","18390"
"2023-09-30","17133"
"2023-09-29","18704"
"2023-09-28","18358"
"2023-09-27","18402"
"2023-09-26","16057"
"2023-09-25","14088"
"2023-09-24","15608"
"2023-09-23","13173"
"2023-09-22","15668"
"2023-09-21","17123"
"2023-09-20","18713"
"2023-09-19","16848"
"2023-09-18","19175"
"2023-09-17","18389"
"2023-09-16","16856"
"2023-09-15","19750"
"2023-09-14","0"
"2023-09-13","19149"
"2023-09-12","19631"
"2023-09-11","19241"
"2023-09-10","15657"
"2023-09-09","16599"
"2023-09-08","18411"
"2023-09-07","17793"
"2023-09-06","19679"
"2023-09-05","19705"
"2023-09-04","18993"
"2023-09-03","18352"
"2023-09-02","13499"
"2023-09-01","15599"
"2023-08-31","15582"
"2023-08-30","15566"
"2023-08-29","9791"
"2023-08-28","12641"
"2023-08-27","16231"
"2023-08-26","12340"
"2023-08-25","10152"
"2023-08-24","9813"
"2023-08-23","8169"
"2023-08-22","9630"
"2023-08-21","8387"
"2023-08-20","9998"
"2023-08-19","9823"
"2023-08-18","9438"
"2023-08-17","8721"
"2023-08-16","9410"
"2023-08-15","11347"
"2023-08-14","11387"
"2023-08-13","10235"
"2023-08-12","12520"
"2023-08-11","12448"
"2023-08-10","11468"
"2023-08-09","11450"
"2023-08-08","11436"
"2023-08-07","11454"
"2023-08-06","11840"
"2023-08-05","9715"
"2023-08-04","11229"
"2023-08-03","11438"
"2023-08-02","11515"
"2023-08-01","12476"
"2023-07-31","11257"
"2023-07-30","10222"
"2023-07-29","13830"
"2023-07-28","10289"
"2023-07-27","11464"
"2023-07-26","12305"
"2023-07-25","11473"
"2023-07-24","11491"
"2023-07-23","11440"
"2023-07-22","11064"
"2023-07-21","11457"
"2023-07-20","12307"
"2023-07-19","9820"
"2023-07-18","11485"
"2023-07-17","10229"
"2023-07-16","12377"
"2023-07-15","10988"
"2023-07-14","10103"
"2023-07-13","13902"
"2023-07-12","11837"
"2023-07-11","12337"
"2023-07-10","11071"
"2023-07-09","11946"
"2023-07-08","11989"
"2023-07-07","11474"
"2023-07-06","10367"
"2023-07-05","11397"
"2023-07-04","12347"
"2023-07-03","13533"
"2023-07-02","12423"
"2023-07-01","11736"
"2023-06-30","11851"
"2023-06-29","9833"
"2023-06-28","10663"
"2023-06-27","16457"
"2023-06-26","17191"
"2023-06-25","18196"
"2023-06-24","18525"
"2023-06-23","17899"
"2023-06-22","19115"
"2023-06-21","17617"
"2023-06-20","18337"
"2023-06-19","21075"
"2023-06-18","21015"
"2023-06-17","21122"
"2023-06-16","21021"
"2023-06-15","15803"
"2023-06-14","16207"
"2023-06-13","12293"
"2023-06-12","10112"
"2023-06-11","11427"
"2023-06-10","9714"
"2023-06-09","10671"
"2023-06-08","13531"
"2023-06-07","10119"
"2023-06-06","15268"
"2023-06-05","12834"
"2023-06-04","12137"
"2023-06-03","11411"
"2023-06-02","17655"
"2023-06-01","15461"
"2023-05-31","18635"
"2023-05-30","19139"
"2023-05-29","16935"
"2023-05-28","11770"
"2023-05-27","13217"
"2023-05-26","15919"
"2023-05-25","15698"
"2023-05-24","17080"
"2023-05-23","19044"
"2023-05-22","19188"
"2023-05-21","11102"
"2023-05-20","18573"
"2023-05-19","19136"
"2023-05-18","17940"
"2023-05-17","19202"
"2023-05-16","19803"
"2023-05-15","12121"
"2023-05-14","11080"
"2023-05-13","9866"
"2023-05-12","18392"
"2023-05-11","17160"
"2023-05-10","15623"
"2023-05-09","21109"
"2023-05-08","12131"
"2023-05-07","10485"
"2023-05-06","19715"
"2023-05-05","10949"
"2023-05-04","11880"
"2023-05-03","11334"
"2023-05-02","11414"
"2023-05-01","11417"
"2023-04-30","11421"
"2023-04-29","9682"
"2023-04-28","10818"
"2023-04-27","18398"
"2023-04-26","0"
"2023-04-25","0"
"2023-04-24","17132"
"2023-04-23","12437"
"2023-04-22","10118"
"2023-04-21","16830"
"2023-04-20","400"
"2023-04-19","224"
"2023-04-18","212"
"2023-04-17","222"
"2023-04-16","6802"
"2023-04-15","6076"
"2023-04-14","6083"
"2023-04-13","18753"
"2023-04-12","16221"
"2023-04-11","10092"
"2023-04-10","10986"
"2023-04-09","9775"
"2023-04-08","13499"
"2023-04-07","12224"
"2023-04-06","10146"
"2023-04-05","10739"
"2023-04-04","11445"
"2023-04-03","10830"
"2023-04-02","11407"
"2023-04-01","11787"
"2023-03-31","10590"
"2023-03-30","11805"
"2023-03-29","16237"
"2023-03-28","11428"
"2023-03-27","7268"
"2023-03-26","8603"
"2023-03-25","11475"
"2023-03-24","12348"
"2023-03-23","10475"
"2023-03-22","13287"
"2023-03-21","10926"
"2023-03-20","7521"
"2023-03-19","13509"
"2023-03-18","11888"
"2023-03-17","13190"
"2023-03-16","15178"
"2023-03-15","12194"
"2023-03-14","12393"
"2023-03-13","10836"
"2023-03-12","11419"
"2023-03-11","11388"
"2023-03-10","12969"
"2023-03-09","15598"
"2023-03-08","15559"
"2023-03-07","11364"
"2023-03-06","8458"
"2023-03-05","9964"
"2023-03-04","13453"
"2023-03-03","13896"
"2023-03-02","13543"
"2023-03-01","13462"
"2023-02-28","10863"
"2023-02-27","7020"
"2023-02-26","7623"
"2023-02-25","8646"
"2023-02-24","13520"
"2023-02-23","12283"
"2023-02-22","12512"
"2023-02-21","11460"
"2023-02-20","8511"
"2023-02-19","10979"
"2023-02-18","13814"
"2023-02-17","13870"
"2023-02-16","11486"
"2023-02-15","11463"
"2023-02-14","8815"
"2023-02-13","7194"
"2023-02-12","7519"
"2023-02-11","12638"
"2023-02-10","12309"
"2023-02-09","9611"
"2023-02-08","10157"
"2023-02-07","9021"
"2023-02-06","8153"
"2023-02-05","7965"
"2023-02-04","7898"
"2023-02-03","6112"
"2023-02-02","6727"
"2023-02-01","7227"
"2023-01-31","7377"
"2023-01-30","7169"
"2023-01-29","7322"
"2023-01-28","7488"
"2023-01-27","7076"
"2023-01-26","7550"
"2023-01-25","7542"
"2023-01-24","8282"
"2023-01-23","8418"
"2023-01-22","8676"
"2023-01-21","9621"
"2023-01-20","9014"
"2023-01-19","9314"
"2023-01-18","9664"
"2023-01-17","8921"
"2023-01-16","8820"
"2023-01-15","9292"
"2023-01-14","8679"
"2023-01-13","7289"
"2023-01-12","6448"
"2023-01-11","7027"
"2023-01-10","6228"
"2023-01-09","6441"
"2023-01-08","7611"
"2023-01-07","5955"
"2023-01-06","6688"
"2023-01-05","7369"
"2023-01-04","7574"
"2023-01-03","6969"
"2023-01-02","8555"
"2023-01-01","8515"
"2022-12-31","7406"
"2022-12-30","7352"
"2022-12-29","7934"
"2022-12-28","7364"
"2022-12-27","7577"
"2022-12-26","6859"
"2022-12-25","7133"
"2022-12-24","6509"
"2022-12-23","7509"
"2022-12-22","7191"
"2022-12-21","8553"
"2022-12-20","7622"
"2022-12-19","9061"
"2022-12-18","9884"
"2022-12-17","8656"
"2022-12-16","10756"
"2022-12-15","11367"
"2022-12-14","13288"
"2022-12-13","9579"
"2022-12-12","11394"
"2022-12-11","10505"
"2022-12-10","11412"
"2022-12-09","8184"
"2022-12-08","5669"
"2022-12-07","5211"
"2022-12-06","4782"
"2022-12-05","6651"
"2022-12-04","7307"
"2022-12-03","7189"
"2022-12-02","0"
"2022-12-01","7583"
"2022-11-30","7340"
"2022-11-29","5863"
"2022-11-28","6246"
"2022-11-27","6623"
"2022-11-26","6829"
"2022-11-25","6901"
"2022-11-24","8528"
"2022-11-23","9504"
"2022-11-22","8294"
"2022-11-21","7908"
"2022-11-20","7515"
"2022-11-19","8617"
"2022-11-18","6160"
"2022-11-17","8120"
"2022-11-16","8046"
"2022-11-15","9022"
"2022-11-14","7777"
"2022-11-13","9068"
"2022-11-12","9369"
"2022-11-11","11434"
"2022-11-10","11442"
"2022-11-09","7692"
"2022-11-08","11400"
"2022-11-07","8292"
"2022-11-06","10160"
"2022-11-05","11328"
"2022-11-04","13825"
"2022-11-03","10179"
"2022-11-02","10785"
"2022-11-01","9061"
"2022-10-31","8334"
"2022-10-30","8803"
"2022-10-29","9441"
"2022-10-28","10549"
"2022-10-27","9521"
"2022-10-26","9797"
"2022-10-25","6837"
"2022-10-24","8279"
"2022-10-23","8562"
"2022-10-22","10883"
"2022-10-21","8254"
"2022-10-20","8785"
"2022-10-19","8366"
"2022-10-18","8373"
"2022-10-17","8329"
"2022-10-16","8341"
"2022-10-15","8353"
"2022-10-14","8403"
"2022-10-13","8335"
"2022-10-12","8397"
"2022-10-11","8345"
"2022-10-10","8394"
"2022-10-09","8398"
"2022-10-08","8775"
"2022-10-07","8812"
"2022-10-06","8870"
"2022-10-05","8867"
"2022-10-04","8794"
"2022-10-03","8788"
"2022-10-02","8383"
"2022-10-01","8329"
"2022-09-30","8330"
"2022-09-29","8331"
"2022-09-28","8331"
"2022-09-27","8372"
"2022-09-26","8352"
"2022-09-25","8848"
"2022-09-24","8573"
"2022-09-23","5675"
"2022-09-22","8333"
"2022-09-21","8392"
"2022-09-20","8343"
"2022-09-19","8382"
"2022-09-18","8340"
"2022-09-17","8364"
"2022-09-16","8372"
"2022-09-15","8387"
"2022-09-14","8392"
"2022-09-13","8360"
"2022-09-12","8368"
"2022-09-11","8341"
"2022-09-10","8362"
"2022-09-09","8359"
"2022-09-08","8346"
"2022-09-07","8352"
"2022-09-06","8402"
"2022-09-05","8349"
"2022-09-04","8342"
"2022-09-03","8354"
"2022-09-02","8397"
"2022-09-01","8357"
"2022-08-31","8387"
"2022-08-30","8397"
"2022-08-29","8324"
"2022-08-28","8387"
"2022-08-27","8336"
"2022-08-26","8391"
"2022-08-25","8392"
"2022-08-24","8329"
"2022-08-23","8377"
"2022-08-22","8388"
"2022-08-21","8324"
"2022-08-20","8367"
"2022-08-19","5251"
"2022-08-18","5263"
"2022-08-17","8331"
"2022-08-16","8399"
"2022-08-15","5692"
"2022-08-14","5710"
"2022-08-13","3018"
"2022-08-12","8356"
"2022-08-11","8365"
"2022-08-10","8374"
"2022-08-09","8393"
"2022-08-08","8402"
"2022-08-07","8366"
"2022-08-06","8377"
"2022-08-05","8383"
"2022-08-04","8327"
"2022-08-03","8375"
"2022-08-02","8392"
"2022-08-01","8336"
"2022-07-31","8369"
"2022-07-30","8345"
"2022-07-29","8773"
"2022-07-28","8633"
"2022-07-27","4774"
"2022-07-26","4827"
"2022-07-25","6756"
"2022-07-24","5240"
"2022-07-23","5278"
"2022-07-22","5248"
"2022-07-21","4852"
"2022-07-20","8328"
"2022-07-19","8352"
"2022-07-18","8340"
"2022-07-17","8329"
"2022-07-16","8363"
"2022-07-15","8328"
"2022-07-14","8345"
"2022-07-13","8334"
"2022-07-12","8387"
"2022-07-11","8353"
"2022-07-10","8371"
"2022-07-09","8379"
"2022-07-08","8340"
"2022-07-07","8329"
"2022-07-06","8356"
"2022-07-05","8381"
"2022-07-04","8352"
"2022-07-03","8359"
"2022-07-02","8382"
"2022-07-01","8338"
"2022-06-30","8395"
"2022-06-29","8351"
"2022-06-28","8381"
"2022-06-27","8341"
"2022-06-26","8322"
"2022-06-25","8359"
"2022-06-24","8327"
"2022-06-23","8374"
"2022-06-22","8386"
"2022-06-21","8387"
"2022-06-20","8334"
"2022-06-19","8380"
"2022-06-18","8374"
"2022-06-17","8331"
"2022-06-16","8807"
"2022-06-15","8843"
"2022-06-14","8355"
"2022-06-13","8365"
"2022-06-12","8335"
"2022-06-11","8395"
"2022-06-10","8391"
"2022-06-09","8362"
"2022-06-08","8386"
"2022-06-07","8360"
"2022-06-06","8371"
"2022-06-05","8364"
"2022-06-04","8337"
"2022-06-03","8385"
"2022-06-02","8325"
"2022-06-01","8341"
"2022-05-31","8819"
"2022-05-30","8343"
"2022-05-29","8344"
"2022-05-28","8370"
"2022-05-27","8893"
"2022-05-26","8894"
"2022-05-25","8806"
"2022-05-24","8340"
"2022-05-23","8897"
"2022-05-22","8878"
"2022-05-21","8400"
"2022-05-20","8858"
"2022-05-19","8808"
"2022-05-18","8805"
"2022-05-17","8366"
"2022-05-16","8367"
"2022-05-15","8359"
"2022-05-14","8401"
"2022-05-13","8379"
"2022-05-12","8370"
"2022-05-11","8385"
"2022-05-10","8377"
"2022-05-09","8389"
"2022-05-08","8325"
"2022-05-07","8323"
"2022-05-06","8334"
"2022-05-05","8345"
"2022-05-04","8322"
"2022-05-03","8363"
"2022-05-02","8325"
"2022-05-01","8380"
"2022-04-30","8394"
"2022-04-29","8378"
"2022-04-28","8354"
"2022-04-27","8341"
"2022-04-26","8358"
"2022-04-25","8329"
"2022-04-24","8384"
"2022-04-23","8363"
"2022-04-22","8394"
"2022-04-21","8378"
"2022-04-20","8368"
"2022-04-19","8331"
"2022-04-18","8361"
"2022-04-17","8391"
"2022-04-16","8341"
"2022-04-15","8396"
"2022-04-14","8389"
"2022-04-13","8369"
"2022-04-12","8384"
"2022-04-11","8399"
"2022-04-10","8368"
"2022-04-09","8388"
"2022-04-08","8385"
"2022-04-07","8375"
"2022-04-06","8403"
"2022-04-05","8387"
"2022-04-04","8345"
"2022-04-03","8328"
"2022-04-02","8350"
"2022-04-01","8356"
"2022-03-31","8378"
"2022-03-30","8392"
"2022-03-29","8399"
"2022-03-28","8395"
"2022-03-27","8397"
"2022-03-26","8348"
"2022-03-25","8347"
"2022-03-24","8347"
"2022-03-23","8371"
"2022-03-22","8359"
"2022-03-21","8393"
"2022-03-20","8337"
"2022-03-19","8378"
"2022-03-18","8352"
"2022-03-17","8373"
"2022-03-16","8812"
"2022-03-15","8398"
"2022-03-14","8397"
"2022-03-13","8378"
"2022-03-12","8340"
"2022-03-11","8797"
"2022-03-10","8806"
"2022-03-09","8844"
"2022-03-08","8860"
"2022-03-07","8342"
"2022-03-06","8389"
"2022-03-05","8401"
"2022-03-04","8775"
"2022-03-03","8865"
"2022-03-02","8794"
"2022-03-01","8817"
"2022-02-28","8395"
"2022-02-27","8391"
"2022-02-26","8340"
"2022-02-25","8831"
"2022-02-24","8796"
"2022-02-23","8881"
"2022-02-22","8870"
"2022-02-21","8829"
"2022-02-20","8384"
"2022-02-19","8363"
"2022-02-18","8837"
"2022-02-17","8352"
"2022-02-16","8380"
"2022-02-15","8351"
"2022-02-14","0"
"2022-02-13","0"
"2022-02-12","0"
"2022-02-11","0"
"2022-02-10","0"
"2022-02-09","0"
"2022-02-08","0"
"2022-02-07","0"
"2022-02-06","0"
"2022-02-05","0"
"2022-02-04","0"
"2022-02-03","0"
"2022-02-02","0"
"2022-02-01","0"
"2022-01-31","0"
"2022-01-30","0"
"2022-01-29","0"
"2022-01-28","0"
"2022-01-27","0"
"2022-01-26","0"
"2022-01-25","0"
"2022-01-24","0"
"2022-01-23","0"
"2022-01-22","0"
"2022-01-21","0"
"2022-01-20","0"
"2022-01-19","0"
"2022-01-18","0"
"2022-01-17","0"
"2022-01-16","0"
"2022-01-15","0"
"2022-01-14","0"
"2022-01-13","0"
"2022-01-12","0"
"2022-01-11","0"
"2022-01-10","0"
"2022-01-09","0"
"2022-01-08","0"
"2022-01-07","0"
"2022-01-06","0"
"2022-01-05","0"
"2022-01-04","0"
"2022-01-03","0"
"2022-01-02","0"
"2022-01-01","0"
"2021-12-31","0"
"2021-12-30","0"
"2021-12-29","0"
"2021-12-28","0"
"2021-12-27","0"
"2021-12-26","0"
"2021-12-25","0"
"2021-12-24","0"
"2021-12-23","0"
"2021-12-22","0"
"2021-12-21","0"
"2021-12-20","0"
"2021-12-19","0"
"2021-12-18","0"
"2021-12-17","0"
"2021-12-16","0"
"2021-12-15","0"
"2021-12-14","0"
"2021-12-13","0"
"2021-12-12","0"
"2021-12-11","0"
"2021-12-10","0"
"2021-12-09","0"
"2021-12-08","0"
"2021-12-07","0"
"2021-12-06","0"
"2021-12-05","0"
"2021-12-04","0"
"2021-12-03","0"
"2021-12-02","0"
"2021-12-01","0"
"2021-11-30","0"
"2021-11-29","0"
"2021-11-28","0"
"2021-11-27","0"
"2021-11-26","0"
"2021-11-25","0"
"2021-11-24","0"
"2021-11-23","0"
"2021-11-22","0"
"2021-11-21","0"
"2021-11-20","0"
"2021-11-19","0"
"2021-11-18","0"
"2021-11-17","0"
"2021-11-16","0"
"2021-11-15","0"
"2021-11-14","0"
"2021-11-13","0"
"2021-11-12","0"
"2021-11-11","0"
"2021-11-10","0"
"2021-11-09","0"
"2021-11-08","0"
"2021-11-07","0"
"2021-11-06","0"
"2021-11-05","0"
"2021-11-04","0"
"2021-11-03","0"
"2021-11-02","0"
"2021-11-01","0"
"2021-10-31","0"
"2021-10-30","0"
"2021-10-29","0"
"2021-10-28","0"
"2021-10-27","0"
"2021-10-26","0"
"2021-10-25","0"
"2021-10-24","0"
"2021-10-23","0"
"2021-10-22","0"
"2021-10-21","0"
"2021-10-20","0"
"2021-10-19","0"
"2021-10-18","0"
"2021-10-17","0"
"2021-10-16","0"
"2021-10-15","0"
"2021-10-14","0"
"2021-10-13","0"
